Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,39,40,25.0,10.0,74.9,64.5,10.4,8.2,10.42,8.18,18.6,0.375,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,0.375
2011,1,NE,21,6,Georgetown,56,11,VCU,74,41,42,21.0,11.0,70.6,66.3,4.22,10.39,7.15,7.47,14.61,-1.0535714285714286,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727
2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,43,44,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,-0.4207589285714285,20.0,14.0,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28,0.8385416666666666
2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,45,46,24.0,9.0,68.3,60.9,7.42,5.94,2.24,10.38,12.62,-0.048828125,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.1953125
2011,1,NE,24,2,Notre Dame,69,15,Akron,56,47,48,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,0.1145833333333333,23.0,13.0,70.1,65.7,4.42,-1.02,0.77,1.37,2.15,-0.2625
2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,49,50,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.37109375,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0.140625
2011,1,SE,26,8,Butler,60,9,Old Dominion,58,51,52,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777,27.0,7.0,65.6,58.4,7.26,1.76,-1.53,10.56,9.03,-0.1770833333333333
2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,53,54,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,0.153125,30.0,4.0,72.0,58.7,13.35,0.5,1.88,11.35,13.23,-0.6674107142857143
2011,1,SE,28,4,Wisconsin,72,13,Belmont,58,55,56,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2801339285714285,30.0,5.0,79.7,62.2,17.49,-4.42,9.39,3.68,13.07,-0.2265625
2011,1,SE,29,6,St. John's,71,11,Gonzaga,86,57,58,21.0,12.0,70.1,67.0,3.09,10.01,6.41,6.69,13.1,-0.6484375,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,0.26953125
2011,1,SE,30,3,BYU,74,14,Wofford,66,59,60,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.275390625,21.0,13.0,73.6,68.0,5.56,-1.21,4.08,0.27,4.35,-0.190625
2011,1,SE,31,7,UCLA,78,10,Michigan St.,76,61,62,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,0.73125,19.0,15.0,68.8,66.6,2.21,11.67,6.14,7.56,13.7,0.68125
2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51,63,64,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.6234375,18.0,14.0,67.8,65.8,2.03,0.12,-1.32,2.53,1.22,-0.25
2011,2,NW,33,1,Ohio St.,98,8,George Mason,66,1,3,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.078125,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,-0.125
2011,2,NW,34,4,Kentucky,71,5,West Virginia,63,7,5,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.6045673076923077,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.080965909090909
2011,2,NW,35,3,Syracuse,62,11,Marquette,66,11,10,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.6203125,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.2542613636363636
2011,2,NW,36,2,North Carolina,86,7,Washington,83,15,13,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.5479910714285714,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,0.30078125
2011,2,SW,37,1,Duke,73,8,Michigan,71,17,19,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,-0.0010416666666666,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.8522727272727273
2011,2,SW,38,4,Texas,69,5,Arizona,70,23,21,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.3317307692307692,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1744791666666666
2011,2,SW,39,3,Connecticut,69,6,Cincinnati,58,27,25,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.2170138888888889
2011,2,SW,40,2,San Diego St.,71,7,Temple,64,31,29,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.0052083333333333,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,-0.5044642857142857
2011,2,NE,41,1,Kansas,73,9,Illinois,59,33,36,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0966796875,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.78125
2011,2,NE,42,12,Richmond,65,13,Morehead St.,48,38,40,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.359375,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,0.375
2011,2,NE,43,3,Purdue,76,11,VCU,94,43,42,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,-0.4207589285714285,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727
2011,2,NE,44,2,Notre Dame,57,10,Florida St.,71,47,46,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,0.1145833333333333,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.1953125
2011,2,SE,45,1,Pittsburgh,70,8,Butler,71,49,51,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.37109375,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777
2011,2,SE,46,4,Wisconsin,70,5,Kansas St.,65,55,53,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2801339285714285,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,0.153125
2011,2,SE,47,3,BYU,89,11,Gonzaga,67,59,58,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.275390625,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,0.26953125
2011,2,SE,48,2,Florida,73,7,UCLA,65,63,61,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.6234375,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,0.73125
2011,3,NW,49,1,Ohio St.,60,4,Kentucky,62,1,7,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.078125,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.6045673076923077
2011,3,NW,50,2,North Carolina,81,11,Marquette,63,15,10,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.5479910714285714,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.2542613636363636
2011,3,SW,51,1,Duke,77,5,Arizona,93,17,21,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,-0.0010416666666666,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1744791666666666
2011,3,SW,52,2,San Diego St.,67,3,Connecticut,74,31,27,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.0052083333333333,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875
2011,3,NE,53,1,Kansas,77,12,Richmond,57,33,38,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0966796875,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.359375
2011,3,NE,54,10,Florida St.,71,11,VCU,72,46,42,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.1953125,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727
2011,3,SE,55,4,Wisconsin,54,8,Butler,61,55,51,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,0.2801339285714285,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777
2011,3,SE,56,2,Florida,83,3,BYU,74,63,59,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.6234375,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,-0.275390625
2011,4,NW,57,2,North Carolina,69,4,Kentucky,76,15,7,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.5479910714285714,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.6045673076923077
2011,4,SW,58,3,Connecticut,65,5,Arizona,63,27,21,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1744791666666666
2011,4,NE,59,1,Kansas,61,11,VCU,71,33,42,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0966796875,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727
2011,4,SE,60,2,Florida,71,8,Butler,74,63,51,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,0.6234375,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777
2011,5,F4,61,3,Connecticut,56,4,Kentucky,55,27,7,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.6045673076923077
2011,5,F4,62,8,Butler,70,11,VCU,62,51,42,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.0071022727272727
2011,6,Champ,63,3,Connecticut,53,8,Butler,41,27,51,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.5171875,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,1.0746527777777777
2012,0,PI,-4,16,Western Kentucky,59,16,Mississippi Valley St.,58,2,65,16.0,19.0,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66,0.54375,21.0,13.0,68.6,69.0,-0.38,-7.65,-1.06,-6.97,-8.03,-0.03125
2012,0,PI,-3,14,BYU,78,14,Iona,72,28,65,26.0,9.0,77.9,67.4,10.54,1.55,10.45,0.8,11.25,-0.275390625,25.0,8.0,82.9,72.7,10.18,-1.82,14.07,-5.7,8.36,-0.171875
2012,0,PI,-2,16,Vermont,71,16,Lamar,59,50,65,24.0,12.0,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98,-0.0357142857142857,23.0,12.0,73.5,65.6,7.91,-3.77,3.04,-0.63,2.41,
2012,0,PI,-1,12,South Florida,65,12,California,54,54,65,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,1.484375,24.0,10.0,71.1,61.9,9.26,4.53,6.47,7.33,13.79,-0.40625
2012,1,NW,1,1,Kentucky,81,16,Western Kentucky,66,1,2,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,16.0,19.0,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66,0.54375
2012,1,NW,2,8,Iowa St.,77,9,Connecticut,64,3,4,23.0,11.0,73.2,67.2,6.0,7.32,8.91,4.41,13.32,-0.26875,20.0,14.0,68.7,64.5,4.21,8.07,5.05,7.23,12.27,0.5171875
2012,1,NW,3,5,Wichita St.,59,12,VCU,62,5,6,27.0,6.0,77.1,62.4,14.7,3.8,10.64,6.79,17.42,0.2276785714285714,29.0,7.0,68.0,59.8,8.17,0.63,2.74,6.05,8.79,-0.0071022727272727
2012,1,NW,4,4,Indiana,79,13,New Mexico St.,66,7,8,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1183035714285714,26.0,10.0,78.1,68.3,9.81,0.08,9.12,-0.39,8.73,-0.234375
2012,1,NW,5,6,UNLV,64,11,Colorado,68,9,10,26.0,9.0,76.3,65.9,10.4,4.37,11.33,2.23,13.55,-0.59375,24.0,12.0,67.5,63.0,4.44,5.73,2.06,5.85,7.91,-0.38125
2012,1,NW,6,3,Baylor,68,14,South Dakota St.,60,11,12,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.1692708333333333,27.0,8.0,76.8,66.5,10.29,-1.87,7.0,0.34,7.34,-0.3046875
2012,1,NW,7,7,Notre Dame,63,10,Xavier,67,13,14,22.0,12.0,66.4,61.7,4.71,6.47,2.42,8.76,11.18,0.1145833333333333,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.4453125
2012,1,NW,8,2,Duke,70,15,Lehigh,75,15,16,27.0,7.0,77.3,68.6,8.65,8.4,13.75,3.3,17.05,-0.0010416666666666,27.0,8.0,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,0.390625
2012,1,SW,9,1,Michigan St.,89,16,LIU,67,17,18,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.68125,25.0,9.0,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34,-0.109375
2012,1,SW,10,8,Memphis,54,9,Saint Louis,61,19,20,26.0,9.0,74.7,63.1,11.6,5.26,11.14,5.72,16.86,0.12109375,26.0,8.0,68.7,57.6,11.06,4.06,2.48,12.67,15.15,-0.10546875
2012,1,SW,11,5,New Mexico,75,12,Long Beach St.,68,21,22,28.0,7.0,72.7,59.3,13.4,3.34,6.64,8.96,15.6,-0.88125,25.0,9.0,73.8,64.0,9.85,0.87,6.44,3.08,9.52,-0.3515625
2012,1,SW,12,4,Louisville,69,13,Davidson,62,23,24,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.375,25.0,8.0,77.9,67.8,10.09,-1.68,8.39,-1.13,7.26,0.0807291666666666
2012,1,SW,13,6,Murray St.,58,11,Colorado St.,41,25,26,31.0,2.0,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,0.228125,20.0,12.0,70.1,68.0,2.06,5.23,5.34,1.25,6.58,-0.4114583333333333
2012,1,SW,14,3,Marquette,88,14,BYU,68,27,28,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2542613636363636,26.0,9.0,77.9,67.4,10.54,1.55,10.45,0.8,11.25,-0.275390625
2012,1,SW,15,7,Florida,71,10,Virginia,45,29,30,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.6234375,22.0,10.0,62.5,54.2,8.28,4.23,-3.41,15.92,12.51,-0.6109375
2012,1,SW,16,2,Missouri,84,15,Norfolk St.,86,31,32,30.0,5.0,80.4,66.3,14.09,5.68,16.13,3.64,19.77,-0.380859375,26.0,10.0,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,0.5833333333333334
2012,1,NE,17,1,Syracuse,72,16,UNC Asheville,65,33,34,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.6203125,24.0,10.0,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06,0.140625
2012,1,NE,18,8,Kansas St.,70,9,Southern Miss,64,35,36,22.0,11.0,71.0,64.1,6.94,7.53,7.66,6.81,14.47,0.153125,25.0,9.0,71.4,65.1,6.29,3.61,5.67,2.12,7.79,-0.609375
2012,1,NE,19,5,Vanderbilt,79,12,Harvard,70,37,38,25.0,11.0,72.6,65.0,7.67,8.04,9.36,6.35,15.71,-0.946875,26.0,5.0,65.6,55.6,9.97,-1.56,-1.58,9.42,7.84,0.15234375
2012,1,NE,20,4,Wisconsin,73,13,Montana,49,39,40,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2801339285714285,25.0,7.0,70.0,62.0,7.94,-3.39,-0.72,5.26,4.55,-0.18125
2012,1,NE,21,6,Cincinnati,65,11,Texas,59,41,42,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2170138888888889,20.0,14.0,72.6,66.8,5.88,8.12,8.0,6.0,14.0,-0.3317307692307692
2012,1,NE,22,3,Florida St.,66,14,St. Bonaventure,63,43,44,25.0,10.0,69.8,62.9,6.91,7.62,6.0,8.54,14.53,0.1953125,20.0,12.0,70.4,65.0,5.41,2.84,3.67,4.57,8.25,-0.1770833333333333
2012,1,NE,23,7,Gonzaga,77,10,West Virginia,54,45,46,26.0,7.0,73.8,63.2,10.61,3.25,6.89,6.97,13.86,0.26953125,19.0,14.0,71.1,66.5,4.61,7.53,7.72,4.41,12.13,0.080965909090909
2012,1,NE,24,2,Ohio St.,78,15,Loyola MD,59,47,48,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.078125,24.0,9.0,67.3,64.2,3.09,-2.72,-2.18,2.54,0.37,-0.1875
2012,1,SE,25,1,North Carolina,77,16,Vermont,58,49,50,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.5479910714285714,24.0,12.0,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98,-0.0357142857142857
2012,1,SE,26,8,Creighton,58,9,Alabama,57,51,52,29.0,6.0,79.2,69.7,9.51,3.41,13.18,-0.26,12.92,-0.0052083333333333,21.0,12.0,64.7,58.1,6.58,7.18,0.16,13.6,13.76,-0.5677083333333334
2012,1,SE,27,5,Temple,44,12,South Florida,58,53,54,24.0,8.0,75.0,69.5,5.5,4.94,9.09,1.35,10.44,-0.5044642857142857,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,1.484375
2012,1,SE,28,4,Michigan,60,13,Ohio,65,55,56,24.0,10.0,66.3,61.5,4.85,8.98,3.87,9.32,13.19,0.8522727272727273,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,1.1302083333333333
2012,1,SE,29,6,San Diego St.,65,11,North Carolina St.,79,57,58,26.0,8.0,71.1,63.7,7.35,3.79,4.59,4.46,9.04,-0.0052083333333333,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,-0.0044642857142857
2012,1,SE,30,3,Georgetown,74,14,Belmont,59,59,60,24.0,9.0,69.0,59.4,9.67,7.69,4.49,12.32,16.81,-1.0535714285714286,27.0,8.0,80.9,67.5,13.37,-1.22,11.7,0.12,11.81,-0.2265625
2012,1,SE,31,7,Saint Mary's,69,10,Purdue,72,61,62,27.0,6.0,74.8,62.7,12.09,0.78,6.01,5.25,11.26,-0.1927083333333333,22.0,13.0,71.8,66.0,5.83,8.05,8.62,5.26,13.88,-0.4207589285714285
2012,1,SE,32,2,Kansas,65,15,Detroit Mercy,50,63,64,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875,22.0,14.0,72.1,67.6,4.58,-0.01,4.63,-2.23,2.4,-0.1875
2012,2,NW,33,1,Kentucky,87,8,Iowa St.,71,1,3,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,23.0,11.0,73.2,67.2,6.0,7.32,8.91,4.41,13.32,-0.26875
2012,2,NW,34,4,Indiana,63,12,VCU,61,7,6,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1183035714285714,29.0,7.0,68.0,59.8,8.17,0.63,2.74,6.05,8.79,-0.0071022727272727
2012,2,NW,35,3,Baylor,80,11,Colorado,63,11,10,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.1692708333333333,24.0,12.0,67.5,63.0,4.44,5.73,2.06,5.85,7.91,-0.38125
2012,2,NW,36,10,Xavier,70,15,Lehigh,58,14,16,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.4453125,27.0,8.0,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,0.390625
2012,2,SW,37,1,Michigan St.,65,9,Saint Louis,61,17,20,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.68125,26.0,8.0,68.7,57.6,11.06,4.06,2.48,12.67,15.15,-0.10546875
2012,2,SW,38,4,Louisville,59,5,New Mexico,56,23,21,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.375,28.0,7.0,72.7,59.3,13.4,3.34,6.64,8.96,15.6,-0.88125
2012,2,SW,39,3,Marquette,62,6,Murray St.,53,27,25,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2542613636363636,31.0,2.0,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,0.228125
2012,2,SW,40,7,Florida,84,15,Norfolk St.,50,29,32,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.6234375,26.0,10.0,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,0.5833333333333334
2012,2,NE,41,1,Syracuse,75,8,Kansas St.,59,33,35,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.6203125,22.0,11.0,71.0,64.1,6.94,7.53,7.66,6.81,14.47,0.153125
2012,2,NE,42,4,Wisconsin,60,5,Vanderbilt,57,39,37,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2801339285714285,25.0,11.0,72.6,65.0,7.67,8.04,9.36,6.35,15.71,-0.946875
2012,2,NE,43,3,Florida St.,56,6,Cincinnati,62,43,41,25.0,10.0,69.8,62.9,6.91,7.62,6.0,8.54,14.53,0.1953125,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2170138888888889
2012,2,NE,44,2,Ohio St.,73,7,Gonzaga,66,47,45,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.078125,26.0,7.0,73.8,63.2,10.61,3.25,6.89,6.97,13.86,0.26953125
2012,2,SE,45,1,North Carolina,87,8,Creighton,73,49,51,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.5479910714285714,29.0,6.0,79.2,69.7,9.51,3.41,13.18,-0.26,12.92,-0.0052083333333333
2012,2,SE,46,12,South Florida,56,13,Ohio,62,54,56,22.0,14.0,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,1.484375,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,1.1302083333333333
2012,2,SE,47,3,Georgetown,63,11,North Carolina St.,66,59,58,24.0,9.0,69.0,59.4,9.67,7.69,4.49,12.32,16.81,-1.0535714285714286,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,-0.0044642857142857
2012,2,SE,48,2,Kansas,63,10,Purdue,60,63,62,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875,22.0,13.0,71.8,66.0,5.83,8.05,8.62,5.26,13.88,-0.4207589285714285
2012,3,NW,49,1,Kentucky,102,4,Indiana,90,1,7,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,27.0,9.0,77.3,66.4,10.83,7.8,14.53,4.1,18.63,-0.1183035714285714
2012,3,NW,50,3,Baylor,75,10,Xavier,70,11,14,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.1692708333333333,23.0,13.0,70.6,67.3,3.36,6.22,5.95,3.64,9.59,0.4453125
2012,3,SW,51,1,Michigan St.,44,4,Louisville,57,17,23,29.0,8.0,71.6,59.3,12.32,9.82,8.73,12.58,21.32,0.68125,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.375
2012,3,SW,52,3,Marquette,58,7,Florida,68,27,29,27.0,8.0,75.4,65.9,9.43,7.5,12.11,4.82,16.92,-0.2542613636363636,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.6234375
2012,3,NE,53,1,Syracuse,64,4,Wisconsin,63,33,39,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.6203125,26.0,10.0,64.0,53.2,10.81,8.24,0.58,18.47,19.04,0.2801339285714285
2012,3,NE,54,2,Ohio St.,81,6,Cincinnati,66,47,41,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.078125,26.0,11.0,68.2,61.5,6.65,6.28,4.55,8.38,12.93,-0.2170138888888889
2012,3,SE,55,1,North Carolina,73,13,Ohio,65,49,56,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.5479910714285714,29.0,8.0,70.2,62.5,7.73,0.17,2.7,4.46,7.17,1.1302083333333333
2012,3,SE,56,2,Kansas,60,11,North Carolina St.,57,63,58,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875,24.0,13.0,72.9,67.6,5.3,6.8,9.17,2.94,12.1,-0.0044642857142857
2012,4,NW,57,1,Kentucky,82,3,Baylor,70,1,11,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,30.0,8.0,74.7,65.3,9.37,8.03,10.2,6.34,16.54,-0.1692708333333333
2012,4,SW,58,4,Louisville,72,7,Florida,68,23,29,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.375,26.0,11.0,75.9,65.0,10.92,7.33,13.34,4.91,18.25,0.6234375
2012,4,NE,59,1,Syracuse,70,2,Ohio St.,77,33,47,34.0,3.0,74.1,61.0,13.11,8.02,11.14,9.99,21.12,0.6203125,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.078125
2012,4,SE,60,1,North Carolina,67,2,Kansas,80,49,63,32.0,6.0,81.3,67.1,14.26,7.07,17.03,4.3,21.34,0.5479910714285714,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875
2012,5,F4,61,1,Kentucky,69,4,Louisville,61,1,23,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,30.0,10.0,68.2,61.0,7.18,9.02,4.73,11.46,16.19,0.375
2012,5,F4,62,2,Kansas,64,2,Ohio St.,62,63,47,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875,31.0,8.0,74.7,59.8,14.87,9.07,12.58,11.37,23.95,-0.078125
2012,6,Champ,63,1,Kentucky,67,2,Kansas,59,1,63,38.0,2.0,77.4,60.6,16.8,7.93,13.97,10.75,24.73,0.6045673076923077,32.0,7.0,73.5,61.7,11.79,9.93,11.17,10.55,21.72,-0.0966796875
2013,0,PI,-4,16,North Carolina A&T,73,16,Liberty,72,2,65,20.0,17.0,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93,0.96875,15.0,21.0,69.1,70.0,-0.83,-5.78,-2.87,-6.24,-9.11,0.1171875
2013,0,PI,-3,11,Saint Mary's,67,11,Middle Tennessee,54,10,65,28.0,7.0,74.6,62.9,11.63,3.26,8.75,5.71,14.46,-0.1927083333333333,28.0,6.0,70.7,58.1,12.68,-1.5,2.82,8.35,11.18,0.6484375
