Year,Team,BPI(O),BPI(D),Conf
2008,Kansas Jayhawks,12.4,9.6,Big 12
2008,North Carolina Tar Heels,19.2,1.0,ACC
2008,Memphis Tigers,11.3,8.0,CUSA
2008,UCLA Bruins,7.9,10.9,Pac-12
2008,Duke Blue Devils,13.8,4.3,ACC
2008,Georgetown Hoyas,4.3,12.9,Big East
2008,West Virginia Mountaineers,8.9,7.7,Big East
2008,Wisconsin Badgers,2.1,14.4,Big Ten
2008,Tennessee Volunteers,13.3,2.8,SEC
2008,Louisville Cardinals,7.1,9.1,Big East
2008,Davidson Wildcats,9.5,5.3,Southern
2008,Clemson Tigers,10.2,4.5,ACC
2008,Washington State Cougars,1.1,13.2,Pac-12
2008,Xavier Musketeers,7.9,6.4,A-10
2008,Marquette Golden Eagles,8.3,5.9,Big East
2008,Stanford Cardinal,5.5,8.6,Pac-12
2008,Texas Longhorns,9.4,4.3,Big 12
2008,Michigan State Spartans,5.8,7.8,Big Ten
2008,Pittsburgh Panthers,7.2,6.0,Big East
2008,Indiana Hoosiers,8.5,4.1,Big Ten
2008,Butler Bulldogs,3.3,9.2,Horizon
2008,UConn Huskies,8.5,3.8,Big East
2008,Texas A&M Aggies,4.1,8.2,Big 12
2008,Notre Dame Fighting Irish,10.6,1.6,Big East
2008,USC Trojans,4.9,7.1,Pac-12
2008,Ohio State Buckeyes,3.6,8.2,Big Ten
2008,Gonzaga Bulldogs,8.1,2.9,WCC
2008,Mississippi State Bulldogs,5.5,5.5,SEC
2008,Arizona Wildcats,6.6,4.1,Pac-12
2008,Florida Gators,8.1,2.5,SEC
2008,Miami Hurricanes,8.1,2.2,ACC
2008,Drake Bulldogs,5.4,4.9,MVC
2008,Purdue Boilermakers,3.9,6.0,Big Ten
2008,Oregon Ducks,11.0,-1.1,Pac-12
2008,Virginia Tech Hokies,2.4,7.4,ACC
2008,Arkansas Razorbacks,5.5,4.1,SEC
2008,Kansas State Wildcats,8.6,1.1,Big 12
2008,Syracuse Orange,10.1,-0.6,Big East
2008,Oklahoma Sooners,2.6,6.9,Big 12
2008,Saint Joseph's Hawks,6.1,3.2,A-10
2008,Ole Miss Rebels,10.1,-0.7,SEC
2008,New Mexico Lobos,5.2,4.1,Mountain West
2008,Georgia Tech Yellow Jackets,9.8,-0.5,ACC
2008,Missouri Tigers,10.1,-1.0,Big 12
2008,Villanova Wildcats,5.6,3.4,Big East
2008,VCU Rams,0.4,8.6,CAA
2008,Saint Mary's Gaels,5.1,3.9,WCC
2008,UNLV Rebels,2.6,6.0,Mountain West
2008,Vanderbilt Commodores,10.0,-1.6,SEC
2008,Maryland Terrapins,5.9,2.4,ACC
2008,Florida State Seminoles,4.4,3.9,ACC
2008,BYU Cougars,4.6,3.6,Mountain West
2008,Western Kentucky Hilltoppers,7.5,0.6,Sun Belt
2008,Illinois Fighting Illini,-0.7,8.8,Big Ten
2008,Rhode Island Rams,11.0,-3.1,A-10
2008,Baylor Bears,12.6,-4.8,Big 12
2008,Massachusetts Minutemen,11.3,-3.5,A-10
2008,Minnesota Golden Gophers,3.2,4.4,Big Ten
2008,Kent State Golden Flashes,1.8,5.8,MAC
2008,Nebraska Cornhuskers,-0.5,8.0,Big 12
2008,Duquesne Dukes,11.1,-3.7,A-10
2008,Kentucky Wildcats,1.0,6.4,SEC
2008,Arizona State Sun Devils,0.5,6.7,Pac-12
2008,Dayton Flyers,2.2,4.9,A-10
2008,Wake Forest Demon Deacons,4.5,2.5,ACC
2008,Temple Owls,4.7,2.3,A-10
2008,Washington Huskies,6.6,0.3,Pac-12
2008,California Golden Bears,9.6,-2.7,Pac-12
2008,Illinois State Redbirds,-1.6,8.5,MVC
2008,UAB Blazers,5.0,1.9,CUSA
2008,Houston Cougars,8.4,-1.7,CUSA
2008,George Mason Patriots,2.0,4.8,CAA
2008,Akron Zips,2.9,3.7,MAC
2008,Virginia Cavaliers,7.8,-1.4,ACC
2008,Creighton Bluejays,4.2,2.1,MVC
2008,South Alabama Jaguars,4.0,2.1,Sun Belt
2008,Southern Illinois Salukis,-2.6,8.6,MVC
2008,Charlotte 49ers,2.2,3.8,A-10
2008,IUPUI Jaguars,3.8,2.1,Summit
2008,Alabama Crimson Tide,6.5,-0.5,SEC
2008,Winthrop Eagles,-4.7,10.5,Big South
2008,Providence Friars,5.0,0.9,Big East
2008,Utah Utes,1.5,4.2,Mountain West
2008,Oral Roberts Golden Eagles,-0.9,6.5,Summit
2008,Georgia Bulldogs,0.4,4.9,SEC
2008,South Carolina Gamecocks,4.0,1.2,SEC
2008,Tulsa Golden Hurricane,1.5,3.6,CUSA
2008,Siena Saints,6.1,-1.0,MAAC
2008,Oklahoma State Cowboys,0.8,4.1,Big 12
2008,Texas Tech Red Raiders,2.3,2.6,Big 12
2008,Miami (OH) RedHawks,-3.2,8.1,MAC
2008,Stephen F. Austin Lumberjacks,-4.9,9.8,WAC
2008,Cal State Fullerton Titans,9.6,-4.9,Big West
2008,Western Michigan Broncos,2.5,1.9,MAC
2008,UNC Greensboro Spartans,1.9,2.4,Southern
2008,Boston College Eagles,2.7,1.6,ACC
2008,Old Dominion Monarchs,-0.1,4.4,CAA
2008,New Mexico State Aggies,7.2,-2.9,WAC
2008,UC Santa Barbara Gauchos,0.3,3.9,Big West
2008,Ohio Bobcats,1.0,3.2,MAC
2008,San Diego State Aztecs,-0.7,4.9,Mountain West
2008,NC State Wolfpack,1.1,3.2,ACC
2008,Missouri State Bears,1.2,2.8,MVC
2008,Bradley Braves,7.3,-3.3,MVC
2008,Southern Miss Golden Eagles,2.0,1.9,CUSA
2008,UCF Knights,3.9,-0.0,CUSA
2008,Cornell Big Red,6.2,-2.5,Ivy
2008,UTEP Miners,6.5,-3.1,CUSA
2008,DePaul Blue Demons,5.8,-2.4,Big East
2008,Seton Hall Pirates,8.5,-5.1,Big East
2008,South Florida Bulls,1.4,1.9,Big East
2008,North Dakota State Bison,6.1,-2.9,Summit
2008,LSU Tigers,1.6,1.5,SEC
2008,Cal State Northridge Matadors,4.5,-1.5,Big West
2008,Valparaiso Beacons,2.6,0.4,Horizon
2008,Portland State Vikings,3.8,-0.9,Big Sky
2008,Cincinnati Bearcats,-0.8,3.6,Big East
2008,Robert Morris Colonials,3.5,-0.7,NEC
2008,Brown Bears,-0.6,3.3,Ivy
2008,Wright State Raiders,-4.4,7.1,Horizon
2008,Belmont Bruins,6.8,-4.2,ASUN
2008,Sam Houston Bearkats,-1.3,3.9,CUSA
2008,Cleveland State Vikings,-1.1,3.6,Horizon
2008,UIC Flames,1.3,1.3,Horizon
2008,Rider Broncs,5.5,-3.0,MAAC
2008,Nevada Wolf Pack,3.9,-1.4,WAC
2008,Northern Iowa Panthers,-4.2,6.7,MVC
2008,High Point Panthers,-1.6,4.1,Big South
2008,Pacific Tigers,1.9,0.5,Big West
2008,UMBC Retrievers,4.5,-2.2,Am. East
2008,Penn State Nittany Lions,0.6,1.6,Big Ten
2008,Boise State Broncos,8.3,-6.1,WAC
2008,Lamar Cardinals,7.6,-5.5,Southland
2008,Auburn Tigers,2.7,-0.7,SEC
2008,Utah State Aggies,2.8,-0.8,WAC
2008,San Diego Toreros,-1.7,3.7,WCC
2008,Iowa State Cyclones,-2.2,3.9,Big 12
2008,Marshall Thundering Herd,-1.0,2.6,CUSA
2008,St. John's Red Storm,-4.0,5.5,Big East
2008,Saint Louis Billikens,-5.9,7.4,A-10
2008,Fordham Rams,-2.8,4.2,A-10
2008,North Texas Mean Green,3.7,-2.3,Sun Belt
2008,Indiana State Sycamores,-0.3,1.6,MVC
2008,Appalachian State Mountaineers,1.8,-0.5,Southern
2008,UC Irvine Anteaters,-1.0,2.3,Big West
2008,Northeastern Huskies,-3.1,4.3,CAA
2008,Niagara Purple Eagles,5.0,-3.9,MAAC
2008,Austin Peay Governors,2.9,-1.8,ASUN
2008,Georgia Southern Eagles,3.3,-2.4,Southern
2008,Green Bay Phoenix,2.3,-1.4,Horizon
2008,Oakland Golden Grizzlies,5.3,-4.5,Summit
2008,American University Eagles,-3.0,3.8,Patriot
2008,Tulane Green Wave,-2.8,3.6,CUSA
2008,Marist Red Foxes,0.7,0.0,MAAC
2008,UNC Asheville Bulldogs,2.3,-1.6,Big South
2008,Michigan Wolverines,-1.4,2.1,Big Ten
2008,Holy Cross Crusaders,-6.6,7.2,Patriot
2008,UAlbany Great Danes,-1.0,1.3,Am. East
2008,Wichita State Shockers,-3.6,3.8,MVC
2008,Chattanooga Mocs,4.2,-4.0,Southern
2008,Richmond Spiders,-4.0,4.2,A-10
2008,La Salle Explorers,5.3,-5.3,A-10
2008,Vermont Catamounts,2.0,-2.0,Am. East
2008,Iowa Hawkeyes,-9.7,9.7,Big Ten
2008,Colorado Buffaloes,-4.5,4.4,Big 12
2008,Loyola Maryland Greyhounds,2.2,-2.4,MAAC
2008,UNC Wilmington Seahawks,4.0,-4.2,CAA
2008,Charleston Cougars,2.4,-2.7,Southern
2008,Montana Grizzlies,0.1,-0.6,Big Sky
2008,George Washington Revolutionaries,-3.1,2.7,A-10
2008,Mount St. Mary's Mountaineers,-2.2,1.7,NEC
2008,SE Louisiana Lions,-4.5,3.9,Southland
2008,TCU Horned Frogs,-0.7,-0.0,Mountain West
2008,East Tennessee State Buccaneers,5.4,-6.1,ASUN
2008,Morgan State Bears,-2.5,1.8,MEAC
2008,Santa Clara Broncos,-7.0,6.2,WCC
2008,Liberty Flames,-2.5,1.6,CUSA
2008,Central Michigan Chippewas,2.0,-2.9,MAC
2008,James Madison Dukes,3.4,-4.3,CAA
2008,Air Force Falcons,-9.5,8.4,Mountain West
2008,Murray State Racers,-0.1,-1.1,MVC
2008,Yale Bulldogs,-0.5,-0.8,Ivy
2008,Milwaukee Panthers,0.0,-1.3,Horizon
2008,William & Mary Tribe,-5.4,4.1,CAA
2008,Lafayette Leopards,5.4,-6.7,Patriot
2008,New Orleans Privateers,2.9,-4.3,Sun Belt
2008,Gardner-Webb Runnin' Bulldogs,3.8,-5.3,ASUN
2008,Hampton Pirates,-4.1,2.6,MEAC
2008,UT Arlington Mavericks,0.8,-2.4,WAC
2008,Lipscomb Bisons,0.7,-2.3,ASUN
2008,Northern Arizona Lumberjacks,1.2,-2.9,Big Sky
2008,VMI Keydets,13.4,-15.1,Southern
2008,Little Rock Trojans,-5.9,4.2,Sun Belt
2008,Purdue Fort Wayne Mastodons,-0.3,-1.6,Summit
2008,Fresno State Bulldogs,-1.3,-0.5,WAC
2008,Middle Tennessee Blue Raiders,-2.5,0.7,Sun Belt
2008,Central Connecticut Blue Devils,-1.8,-0.2,NEC
2008,Navy Midshipmen,4.6,-6.6,Patriot
2008,Eastern Michigan Eagles,-2.5,0.4,MAC
2008,Weber State Wildcats,-3.1,1.0,Big Sky
2008,Colgate Raiders,-4.3,2.2,Patriot
2008,Delaware Blue Hens,-3.0,0.8,CAA
2008,Sacred Heart Pioneers,1.6,-3.9,NEC
2008,Rutgers Scarlet Knights,-5.2,2.9,Big East
2008,Loyola Chicago Ramblers,-5.6,3.2,Horizon
2008,Wofford Terriers,-2.2,-0.3,Southern
2008,Hofstra Pride,-0.6,-2.0,CAA
2008,UT Martin Skyhawks,5.2,-7.9,OVC
2008,Boston University Terriers,-5.9,3.0,Am. East
2008,Northwestern Wildcats,-3.6,0.7,Big Ten
2008,Utah Valley Wolverines,-1.8,-1.1,Indep.
2008,Hawai'i Rainbow Warriors,-2.4,-0.6,WAC
2008,Binghamton Bearcats,-4.1,1.1,Am. East
2008,Long Island University Sharks,0.7,-3.7,NEC
2008,Louisiana Ragin' Cajuns,-5.1,2.1,Sun Belt
2008,Columbia Lions,-5.0,1.9,Ivy
2008,Fairfield Stags,-2.8,-0.4,MAAC
2008,Wagner Seahawks,-0.1,-3.2,NEC
2008,Tennessee Tech Golden Eagles,1.9,-5.2,OVC
2008,Buffalo Bulls,2.3,-5.5,MAC
2008,Toledo Rockets,-6.9,3.5,MAC
2008,Florida Atlantic Owls,2.1,-5.8,Sun Belt
2008,Towson Tigers,-2.9,-0.9,CAA
2008,Bowling Green Falcons,-4.1,0.4,MAC
2008,Drexel Dragons,-7.8,4.0,CAA
2008,Quinnipiac Bobcats,3.2,-7.1,NEC
2008,Elon Phoenix,-6.8,2.9,Southern
2008,St. Bonaventure Bonnies,-1.5,-2.5,A-10
2008,Nicholls Colonels,-4.0,0.0,Southland
2008,UL Monroe Warhawks,-0.1,-4.0,Sun Belt
2008,McNeese Cowboys,-5.7,1.6,Southland
2008,Montana State Bobcats,0.7,-4.8,Big Sky
2008,Tennessee State Tigers,2.3,-6.4,OVC
2008,Bucknell Bison,-5.2,1.0,Patriot
2008,Jacksonville Dolphins,0.6,-4.8,ASUN
2008,Iona Gaels,-4.5,0.3,MAAC
2008,Youngstown State Penguins,-2.3,-1.9,Horizon
2008,Alabama State Hornets,-3.1,-1.2,SWAC
2008,Eastern Kentucky Colonels,-8.3,4.0,ASUN
2008,Hartford Hawks,1.0,-5.4,Am. East
2008,Lehigh Mountain Hawks,-4.7,0.1,Patriot
2008,Arkansas State Red Wolves,0.0,-4.6,Sun Belt
2008,Manhattan Jaspers,-1.3,-3.3,MAAC
2008,Ball State Cardinals,-8.4,3.8,MAC
2008,Wyoming Cowboys,-0.4,-4.2,Mountain West
2008,Evansville Purple Aces,-6.5,1.7,MVC
2008,Pepperdine Waves,3.8,-8.8,WCC
2008,Western Carolina Catamounts,-4.3,-0.6,Southern
2008,Army Black Knights,-10.0,4.9,Patriot
2008,New Hampshire Wildcats,-2.8,-2.3,Am. East
2008,UT Rio Grande Valley Vaqueros,-1.0,-4.3,Indep.
2008,San Francisco Dons,-2.2,-3.2,WCC
2008,Coastal Carolina Chanticleers,-2.1,-3.3,Sun Belt
2008,Eastern Washington Eagles,-5.5,-0.0,Big Sky
2008,Georgia State Panthers,-5.9,0.4,CAA
2008,East Carolina Pirates,-1.2,-4.4,CUSA
2008,Detroit Mercy Titans,-7.8,2.3,Horizon
2008,Presbyterian Blue Hose,-8.3,2.7,Indep.
2008,Texas State Bobcats,7.9,-13.7,Sun Belt
2008,Cal Poly Mustangs,-5.3,-0.7,Big West
2008,Troy Trojans,4.4,-10.5,Sun Belt
2008,Western Illinois Leathernecks,-3.9,-2.2,Summit
2008,Delaware State Hornets,-9.9,3.8,MEAC
2008,Central Arkansas Bears,-5.7,-0.4,ASUN
2008,Kansas City Roos,-0.8,-5.4,Summit
2008,Texas A&M-Corpus Christi Islanders,-5.2,-1.0,Southland
2008,San José State Spartans,-2.8,-3.4,WAC
2008,Morehead State Eagles,-6.7,0.4,OVC
2008,Oregon State Beavers,-6.0,-0.2,Pac-12
2008,Samford Bulldogs,-10.6,4.2,Southern
2008,Campbell Fighting Camels,-1.9,-4.7,ASUN
2008,Northern Colorado Bears,-2.0,-4.6,Big Sky
2008,Mercer Bears,1.5,-8.2,ASUN
2008,North Carolina A&T Aggies,-1.6,-5.1,MEAC
2008,Pennsylvania Quakers,-1.4,-5.3,Ivy
2008,Harvard Crimson,-0.7,-6.1,Ivy
2008,Stetson Hatters,-6.1,-0.7,ASUN
2008,Norfolk State Spartans,-1.0,-5.8,MEAC
2008,Saint Peter's Peacocks,-4.0,-3.0,MAAC
2008,Florida International Panthers,-6.0,-1.0,Sun Belt
2008,Chicago State Cougars,2.4,-9.5,Indep.
2008,Charleston Southern Buccaneers,0.3,-7.5,Big South
2008,Northwestern State Demons,3.0,-10.1,Southland
2008,UTSA Roadrunners,-7.3,0.2,American
2008,Southern Utah Thunderbirds,-2.7,-4.5,Summit
2008,SMU Mustangs,-5.4,-1.9,CUSA
2008,Colorado State Rams,-3.0,-4.3,Mountain West
2008,Stony Brook Seawolves,-8.0,0.6,Am. East
2008,Princeton Tigers,-10.8,3.2,Ivy
2008,Northern Illinois Huskies,-1.5,-6.1,MAC
2008,Centenary (LA) Gentlemen,-0.9,-6.8,Summit
2008,Portland Pilots,-6.4,-1.3,WCC
2008,South Carolina Upstate Spartans,-7.1,-0.7,ASUN
2008,St. Francis Brooklyn Terriers,-3.5,-4.4,NEC
2008,UC Riverside Highlanders,-8.8,0.9,Big West
2008,Denver Pioneers,-12.8,4.8,Sun Belt
2008,Radford Highlanders,0.2,-8.2,Big South
2008,South Dakota State Jackrabbits,-4.7,-3.4,Summit
2008,Rice Owls,-10.0,1.9,CUSA
2008,Dartmouth Big Green,-6.8,-1.3,Ivy
2008,Idaho Vandals,-5.0,-3.4,WAC
2008,Furman Paladins,-6.6,-2.1,Southern
2008,Southeast Missouri State Redhawks,3.4,-12.3,OVC
2008,Florida Gulf Coast Eagles,-3.9,-5.2,ASUN
2008,Kennesaw State Owls,-3.2,-5.9,ASUN
2008,Fairleigh Dickinson Knights,-0.6,-8.7,NEC
2008,Long Beach State Beach,-5.4,-3.9,Big West
2008,South Carolina State Bulldogs,-1.0,-8.4,MEAC
2008,Eastern Illinois Panthers,-7.5,-2.0,OVC
2008,Jackson State Tigers,-2.1,-7.5,SWAC
2008,Monmouth Hawks,-10.4,0.8,NEC
2008,Florida A&M Rattlers,-5.1,-4.7,MEAC
2008,Alabama A&M Bulldogs,-7.5,-2.6,SWAC
2008,St. Francis (PA) Red Flash,-6.3,-3.8,NEC
2008,Coppin State Eagles,-9.6,-0.6,MEAC
2008,Southern Jaguars,-9.3,-1.0,SWAC
2008,Savannah State Tigers,-10.3,-0.0,Indep.
2008,UC Davis Aggies,-7.1,-3.4,Big West
2008,Idaho State Bengals,-8.9,-1.6,Big Sky
2008,Jacksonville State Gamecocks,-0.9,-9.7,CUSA
2008,Cal State Bakersfield Roadrunners,-4.4,-6.3,Indep.
2008,Winston-Salem Rams,-8.7,-2.2,Indep.
2008,Bethune-Cookman Wildcats,-12.3,1.3,MEAC
2008,Maine Black Bears,-5.7,-5.4,Am. East
2008,Canisius Golden Griffins,-8.1,-3.1,MAAC
2008,Arkansas-Pine Bluff Golden Lions,-11.2,0.1,SWAC
2008,Sacramento State Hornets,-5.0,-6.9,Big Sky
2008,Mississippi Valley State Delta Devils,-9.8,-2.1,SWAC
2008,Longwood Lancers,-3.8,-8.2,Indep.
2008,Louisiana Tech Bulldogs,-8.5,-3.6,WAC
2008,The Citadel Bulldogs,-7.1,-5.8,Southern
2008,Prairie View A&M Panthers,-6.2,-7.6,SWAC
2008,Texas Southern Tigers,-6.7,-7.4,SWAC
2008,Loyola Marymount Lions,-6.0,-8.2,WCC
2008,North Florida Ospreys,-10.7,-3.8,ASUN
2008,Howard Bison,-12.9,-3.0,MEAC
2008,Alcorn State Braves,-4.8,-11.8,SWAC
2008,Maryland-Eastern Shore Hawks,-9.3,-7.4,MEAC
2008,Grambling Tigers,-6.2,-11.1,SWAC
2008,North Carolina Central Eagles,-11.1,-6.7,Indep.
2008,NJIT Highlanders,-12.9,-7.2,Indep.
2009,North Carolina Tar Heels,20.3,1.2,ACC
2009,UConn Huskies,12.3,6.4,Big East
2009,Memphis Tigers,8.1,10.3,CUSA
2009,Duke Blue Devils,11.3,7.0,ACC
2009,Pittsburgh Panthers,11.0,7.0,Big East
2009,Louisville Cardinals,7.8,9.6,Big East
2009,West Virginia Mountaineers,6.5,10.0,Big East
2009,Villanova Wildcats,10.5,5.3,Big East
2009,Missouri Tigers,12.9,2.9,Big 12
2009,Gonzaga Bulldogs,12.8,2.6,WCC
2009,Kansas Jayhawks,8.8,6.1,Big 12
2009,Oklahoma Sooners,10.8,3.7,Big 12
2009,Michigan State Spartans,7.8,6.1,Big Ten
2009,Clemson Tigers,10.7,3.1,ACC
2009,Syracuse Orange,13.4,0.4,Big East
2009,UCLA Bruins,10.4,3.3,Pac-12
2009,Purdue Boilermakers,5.6,8.0,Big Ten
2009,Xavier Musketeers,6.1,7.3,A-10
2009,Arizona State Sun Devils,4.1,8.9,Pac-12
2009,Wake Forest Demon Deacons,11.7,1.2,ACC
2009,Tennessee Volunteers,11.1,1.5,SEC
2009,Illinois Fighting Illini,0.7,11.3,Big Ten
2009,Georgetown Hoyas,4.3,7.6,Big East
2009,Marquette Golden Eagles,10.6,1.3,Big East
2009,Washington Huskies,11.8,-0.1,Pac-12
2009,Miami Hurricanes,6.7,4.8,ACC
2009,Texas Longhorns,5.8,5.7,Big 12
2009,Oklahoma State Cowboys,12.3,-1.2,Big 12
2009,Florida Gators,8.2,2.8,SEC
2009,Butler Bulldogs,2.3,8.6,Horizon
2009,Wisconsin Badgers,0.6,9.9,Big Ten
2009,Davidson Wildcats,7.5,2.8,Southern
2009,BYU Cougars,8.0,2.2,Mountain West
2009,LSU Tigers,6.2,3.9,SEC
2009,Florida State Seminoles,2.5,7.4,ACC
2009,Kentucky Wildcats,4.3,5.6,SEC
2009,USC Trojans,2.3,7.5,Pac-12
2009,UAB Blazers,5.7,4.0,CUSA
2009,Temple Owls,2.7,7.0,A-10
2009,Ohio State Buckeyes,2.9,6.8,Big Ten
2009,Notre Dame Fighting Irish,9.4,0.2,Big East
2009,Baylor Bears,9.1,0.4,Big 12
2009,California Golden Bears,8.9,0.4,Pac-12
2009,Maryland Terrapins,5.7,3.5,ACC
2009,Kansas State Wildcats,6.3,2.8,Big 12
2009,Saint Mary's Gaels,5.5,3.4,WCC
2009,VCU Rams,5.0,3.8,CAA
2009,Boston College Eagles,7.7,0.7,ACC
2009,North Dakota State Bison,10.8,-2.4,Summit
2009,Houston Cougars,7.7,0.6,CUSA
2009,Michigan Wolverines,3.3,5.0,Big Ten
2009,San Diego State Aztecs,0.4,7.7,Mountain West
2009,South Carolina Gamecocks,9.0,-0.8,SEC
2009,Virginia Tech Hokies,5.3,2.8,ACC
2009,Auburn Tigers,4.0,3.9,SEC
2009,Illinois State Redbirds,4.5,3.3,MVC
2009,Texas A&M Aggies,3.9,3.8,Big 12
2009,UNLV Rebels,4.0,3.8,Mountain West
2009,New Mexico Lobos,4.8,2.9,Mountain West
2009,Creighton Bluejays,6.3,1.4,MVC
2009,Siena Saints,8.9,-1.3,MAAC
2009,Tulsa Golden Hurricane,0.2,7.5,CUSA
2009,NC State Wolfpack,5.4,2.2,ACC
2009,Stanford Cardinal,6.2,1.2,Pac-12
2009,Rhode Island Rams,10.7,-3.3,A-10
2009,Vanderbilt Commodores,3.3,4.0,SEC
2009,Minnesota Golden Gophers,1.1,6.1,Big Ten
2009,Penn State Nittany Lions,2.3,4.7,Big Ten
2009,Washington State Cougars,-6.4,13.4,Pac-12
2009,Dayton Flyers,-0.4,7.3,A-10
2009,Mississippi State Bulldogs,5.7,1.1,SEC
2009,Northwestern Wildcats,-0.4,7.2,Big Ten
2009,Arizona Wildcats,7.0,-0.2,Pac-12
2009,Utah State Aggies,2.8,3.9,WAC
2009,Cleveland State Vikings,-0.8,7.5,Horizon
2009,Utah Utes,3.6,3.1,Mountain West
2009,Niagara Purple Eagles,6.3,0.2,MAAC
2009,George Mason Patriots,-0.4,6.7,CAA
2009,Nebraska Cornhuskers,-2.0,8.1,Big 12
2009,Providence Friars,11.0,-5.1,Big East
2009,Cincinnati Bearcats,1.3,4.5,Big East
2009,UTEP Miners,8.1,-2.3,CUSA
2009,Seton Hall Pirates,7.8,-2.0,Big East
2009,Green Bay Phoenix,5.3,0.4,Horizon
2009,Akron Zips,0.4,5.4,MAC
2009,Vermont Catamounts,7.2,-1.5,Am. East
2009,Duquesne Dukes,10.1,-4.7,A-10
2009,Stephen F. Austin Lumberjacks,-5.4,10.8,WAC
2009,Cornell Big Red,4.8,0.6,Ivy
2009,Northern Iowa Panthers,0.8,4.5,MVC
2009,Miami (OH) RedHawks,-2.9,8.2,MAC
2009,Old Dominion Monarchs,-1.3,6.4,CAA
2009,Saint Joseph's Hawks,2.1,3.0,A-10
2009,Georgia Tech Yellow Jackets,3.7,1.4,ACC
2009,Northeastern Huskies,-2.7,7.6,CAA
2009,Virginia Cavaliers,3.0,1.9,ACC
2009,Ole Miss Rebels,6.0,-1.5,SEC
2009,Oral Roberts Golden Eagles,2.5,1.9,Summit
2009,UT Martin Skyhawks,7.1,-2.8,OVC
2009,Wright State Raiders,-4.7,8.8,Horizon
2009,Alabama Crimson Tide,3.7,0.2,SEC
2009,East Tennessee State Buccaneers,5.7,-2.0,ASUN
2009,Iowa Hawkeyes,-4.7,8.4,Big Ten
2009,Belmont Bruins,6.0,-2.4,ASUN
2009,American University Eagles,-2.3,5.8,Patriot
2009,Western Kentucky Hilltoppers,3.9,-0.4,Sun Belt
2009,La Salle Explorers,3.8,-0.4,A-10
2009,Murray State Racers,-1.1,4.4,MVC
2009,Jacksonville Dolphins,4.3,-1.1,ASUN
2009,Texas Tech Red Raiders,8.8,-5.7,Big 12
2009,Portland State Vikings,4.9,-1.9,Big Sky
2009,Oakland Golden Grizzlies,6.0,-2.9,Summit
2009,Kent State Golden Flashes,2.0,0.8,MAC
2009,Robert Morris Colonials,1.2,1.5,NEC
2009,Buffalo Bulls,-1.4,4.0,MAC
2009,Sam Houston Bearkats,2.8,-0.3,CUSA
2009,UIC Flames,1.2,1.3,Horizon
2009,Nevada Wolf Pack,1.6,0.8,WAC
2009,Arkansas Razorbacks,4.3,-2.0,SEC
2009,St. John's Red Storm,-0.9,3.2,Big East
2009,Charleston Cougars,6.0,-3.8,Southern
2009,Richmond Spiders,0.8,1.5,A-10
2009,UCF Knights,3.0,-0.9,CUSA
2009,Portland Pilots,1.9,0.3,WCC
2009,Evansville Purple Aces,0.1,2.0,MVC
2009,Mount St. Mary's Mountaineers,-1.7,3.7,NEC
2009,Eastern Kentucky Colonels,1.3,0.7,ASUN
2009,Cal State Northridge Matadors,4.3,-2.4,Big West
2009,Drake Bulldogs,-1.7,3.5,MVC
2009,Pacific Tigers,-2.7,4.6,Big West
2009,Southern Miss Golden Eagles,-0.3,2.1,CUSA
2009,Middle Tennessee Blue Raiders,-0.2,1.9,Sun Belt
2009,Bradley Braves,0.3,1.2,MVC
2009,Marshall Thundering Herd,2.7,-1.3,CUSA
2009,Massachusetts Minutemen,3.8,-2.6,A-10
2009,Bowling Green Falcons,-2.4,3.6,MAC
2009,Iowa State Cyclones,-2.7,4.0,Big 12
2009,Drexel Dragons,-5.0,6.2,CAA
2009,Charlotte 49ers,1.5,-0.3,A-10
2009,Little Rock Trojans,-1.9,3.1,Sun Belt
2009,Oregon State Beavers,-5.4,6.4,Pac-12
2009,Boston University Terriers,0.6,0.4,Am. East
2009,Lipscomb Bisons,4.1,-3.1,ASUN
2009,Ohio Bobcats,-0.7,1.7,MAC
2009,James Madison Dukes,2.1,-1.2,CAA
2009,Southern Illinois Salukis,-2.3,3.2,MVC
2009,TCU Horned Frogs,-2.6,3.5,Mountain West
2009,New Mexico State Aggies,6.0,-5.1,WAC
2009,Wichita State Shockers,-4.0,4.9,MVC
2009,Morehead State Eagles,-0.7,1.5,OVC
2009,Nicholls Colonels,-4.2,4.9,Southland
2009,Saint Louis Billikens,-5.2,5.8,A-10
2009,Rutgers Scarlet Knights,-3.3,3.9,Big East
2009,South Florida Bulls,-4.8,5.3,Big East
2009,UT Arlington Mavericks,6.0,-5.5,WAC
2009,George Washington Revolutionaries,-1.0,1.5,A-10
2009,Milwaukee Panthers,1.6,-1.3,Horizon
2009,Sacred Heart Pioneers,3.9,-3.6,NEC
2009,North Texas Mean Green,6.2,-6.1,Sun Belt
2009,VMI Keydets,15.2,-15.1,Southern
2009,Morgan State Bears,-2.4,2.4,MEAC
2009,Holy Cross Crusaders,-3.4,3.4,Patriot
2009,Santa Clara Broncos,-2.4,2.3,WCC
2009,Tulane Green Wave,-1.6,1.5,CUSA
2009,Weber State Wildcats,0.6,-0.7,Big Sky
2009,Rider Broncs,3.6,-3.8,MAAC
2009,Iona Gaels,-3.9,3.7,MAAC
2009,SE Louisiana Lions,-0.1,-0.1,Southland
2009,South Alabama Jaguars,-1.0,0.7,Sun Belt
