Year,Team,BPI(O),BPI(D),Conf
2012,Maryland Terrapins,3.2,-1.3,ACC
2012,Evansville Purple Aces,5.5,-3.7,MVC
2012,Georgia Tech Yellow Jackets,-4.0,5.8,ACC
2012,San Francisco Dons,5.1,-3.4,WCC
2012,Yale Bulldogs,1.0,0.7,Ivy
2012,Valparaiso Beacons,0.8,0.9,Horizon
2012,Coastal Carolina Chanticleers,0.9,0.7,Sun Belt
2012,Nebraska Cornhuskers,-2.8,4.5,Big Ten
2012,UTSA Roadrunners,3.9,-2.3,American
2012,Pennsylvania Quakers,-1.8,3.3,Ivy
2012,East Tennessee State Buccaneers,-1.8,3.3,ASUN
2012,Charleston Cougars,2.2,-0.9,Southern
2012,Auburn Tigers,-2.8,4.0,SEC
2012,Stephen F. Austin Lumberjacks,-8.2,9.4,WAC
2012,Drake Bulldogs,-0.2,1.3,MVC
2012,TCU Horned Frogs,5.5,-4.3,Mountain West
2012,Long Island University Sharks,10.0,-9.0,NEC
2012,Cal State Fullerton Titans,6.3,-5.5,Big West
2012,Charlotte 49ers,0.4,0.4,A-10
2012,Rice Owls,1.2,-0.4,CUSA
2012,Indiana State Sycamores,-1.7,2.5,MVC
2012,South Carolina Gamecocks,-2.8,3.6,SEC
2012,South Carolina Upstate Spartans,1.2,-0.5,ASUN
2012,North Texas Mean Green,1.0,-0.4,Sun Belt
2012,Penn State Nittany Lions,-2.8,3.4,Big Ten
2012,Tulane Green Wave,-2.8,3.4,CUSA
2012,North Carolina Central Eagles,-0.9,1.5,MEAC
2012,Quinnipiac Bobcats,1.3,-0.7,NEC
2012,St. John's Red Storm,0.5,0.0,Big East
2012,DePaul Blue Demons,7.7,-7.3,Big East
2012,Savannah State Tigers,-5.7,6.1,MEAC
2012,Charleston Southern Buccaneers,4.4,-4.0,Big South
2012,Milwaukee Panthers,-2.7,3.0,Horizon
2012,Idaho Vandals,0.4,-0.3,WAC
2012,Oakland Golden Grizzlies,10.0,-9.9,Summit
2012,Western Michigan Broncos,2.0,-2.0,MAC
2012,Ball State Cardinals,-4.2,4.2,MAC
2012,Portland State Vikings,5.1,-5.6,Big Sky
2012,Boston University Terriers,-3.1,2.6,Am. East
2012,Tennessee State Tigers,-0.1,-0.6,OVC
2012,George Washington Revolutionaries,-3.6,2.8,A-10
2012,Youngstown State Penguins,0.1,-0.9,Horizon
2012,UAlbany Great Danes,4.0,-4.8,Am. East
2012,Delaware Blue Hens,1.9,-2.7,CAA
2012,American University Eagles,-4.1,3.1,Patriot
2012,Wake Forest Demon Deacons,1.0,-2.0,ACC
2012,Louisiana Ragin' Cajuns,-0.7,-0.4,Sun Belt
2012,Toledo Rockets,1.2,-2.3,MAC
2012,Eastern Washington Eagles,1.6,-2.8,Big Sky
2012,Columbia Lions,-3.6,2.5,Ivy
2012,Air Force Falcons,-5.0,3.8,Mountain West
2012,Campbell Fighting Camels,3.6,-4.9,CAA
2012,Houston Cougars,3.1,-4.5,CUSA
2012,Green Bay Phoenix,-1.3,-0.2,Horizon
2012,Fresno State Bulldogs,-2.3,0.8,WAC
2012,Hofstra Pride,-1.8,0.3,CAA
2012,Northeastern Huskies,-2.4,0.8,CAA
2012,Florida Gulf Coast Eagles,2.4,-4.0,ASUN
2012,Western Carolina Catamounts,1.1,-2.8,Southern
2012,North Florida Ospreys,0.2,-1.9,ASUN
2012,SMU Mustangs,-7.2,5.4,CUSA
2012,Austin Peay Governors,2.0,-3.9,ASUN
2012,Miami (OH) RedHawks,-5.7,3.7,MAC
2012,Central Connecticut Blue Devils,0.5,-2.6,NEC
2012,Chattanooga Mocs,0.0,-2.3,Southern
2012,Cornell Big Red,-0.7,-1.6,Ivy
2012,High Point Panthers,0.9,-3.2,Big South
2012,Little Rock Trojans,-3.7,1.4,Sun Belt
2012,Wofford Terriers,-5.1,2.8,Southern
2012,Arkansas State Red Wolves,-3.2,0.7,Sun Belt
2012,Rhode Island Rams,2.6,-5.1,A-10
2012,Norfolk State Spartans,-1.1,-1.3,MEAC
2012,St. Francis Brooklyn Terriers,-0.9,-1.6,NEC
2012,Morehead State Eagles,-6.7,4.0,OVC
2012,Tennessee Tech Golden Eagles,1.8,-4.5,OVC
2012,Holy Cross Crusaders,-2.1,-0.5,Patriot
2012,Western Illinois Leathernecks,-9.2,6.5,Summit
2012,Louisiana Tech Bulldogs,-0.2,-2.5,WAC
2012,IUPUI Jaguars,3.2,-5.9,Summit
2012,McNeese Cowboys,-3.0,0.2,Southland
2012,Rider Broncs,3.2,-6.1,MAAC
2012,Florida Atlantic Owls,-0.4,-2.7,Sun Belt
2012,Lipscomb Bisons,2.3,-5.4,ASUN
2012,Delaware State Hornets,-2.9,-0.2,MEAC
2012,UC Riverside Highlanders,-6.4,3.3,Big West
2012,USC Trojans,-11.3,8.0,Pac-12
2012,Utah Valley Wolverines,-1.4,-1.9,WAC
2012,Wright State Raiders,-7.4,4.1,Horizon
2012,Furman Paladins,-4.2,0.9,Southern
2012,Sacred Heart Pioneers,1.6,-5.1,NEC
2012,Georgia Southern Eagles,-2.0,-1.5,Southern
2012,Elon Phoenix,0.4,-3.9,Southern
2012,Presbyterian Blue Hose,-4.1,0.6,Big South
2012,Northwestern State Demons,-0.1,-3.5,Southland
2012,Siena Saints,-4.3,0.6,MAAC
2012,South Alabama Jaguars,-2.1,-1.6,Sun Belt
2012,James Madison Dukes,-0.5,-3.3,CAA
2012,UNC Wilmington Seahawks,-1.4,-2.4,CAA
2012,Seattle U Redhawks,2.6,-6.5,Indep.
2012,Western Kentucky Hilltoppers,-2.6,-1.3,Sun Belt
2012,Eastern Kentucky Colonels,-3.2,-0.7,ASUN
2012,Winthrop Eagles,-5.4,1.5,Big South
2012,Gardner-Webb Runnin' Bulldogs,-4.8,0.8,Big South
2012,Southeast Missouri State Redhawks,0.4,-4.5,OVC
2012,Texas State Bobcats,3.6,-7.6,Sun Belt
2012,Maine Black Bears,-0.9,-3.2,Am. East
2012,Arizona State Sun Devils,-4.8,0.7,Pac-12
2012,Appalachian State Mountaineers,-1.1,-3.1,Southern
2012,Northern Colorado Bears,2.8,-7.0,Big Sky
2012,Mississippi Valley State Delta Devils,-0.1,-4.2,SWAC
2012,Jacksonville Dolphins,-1.7,-2.6,ASUN
2012,VMI Keydets,7.5,-11.9,Southern
2012,Niagara Purple Eagles,1.7,-6.0,MAAC
2012,Hawai'i Rainbow Warriors,0.3,-4.9,WAC
2012,Lafayette Leopards,1.5,-6.2,Patriot
2012,Southern Illinois Salukis,-3.5,-1.3,MVC
2012,Morgan State Bears,-2.0,-2.9,MEAC
2012,San Diego Toreros,-1.8,-3.1,WCC
2012,Texas Tech Red Raiders,-5.7,0.6,Big 12
2012,Cal State Bakersfield Roadrunners,-2.4,-2.8,Indep.
2012,Santa Clara Broncos,0.7,-5.9,WCC
2012,Florida International Panthers,-3.4,-1.9,Sun Belt
2012,Stetson Hatters,2.2,-7.4,ASUN
2012,Central Michigan Chippewas,-4.6,-0.9,MAC
2012,Montana State Bobcats,-0.6,-5.1,Big Sky
2012,Hampton Pirates,-4.6,-1.1,MEAC
2012,Jacksonville State Gamecocks,-5.6,-0.1,CUSA
2012,Southern Utah Thunderbirds,-4.8,-1.0,Summit
2012,Marist Red Foxes,0.1,-5.9,MAAC
2012,North Dakota Fighting Hawks,-3.5,-2.4,Summit
2012,Troy Trojans,2.6,-8.5,Sun Belt
2012,Texas Southern Tigers,-6.6,0.7,SWAC
2012,San José State Spartans,-0.8,-5.2,WAC
2012,Samford Bulldogs,-3.1,-2.9,Southern
2012,Bethune-Cookman Wildcats,-5.3,-0.9,MEAC
2012,Bradley Braves,-3.3,-2.9,MVC
2012,NJIT Highlanders,-4.0,-2.2,Am. East
2012,Fordham Rams,-4.5,-1.8,A-10
2012,Liberty Flames,-1.4,-4.8,CUSA
2012,New Hampshire Wildcats,-7.8,1.5,Am. East
2012,Eastern Michigan Eagles,-13.0,6.6,MAC
2012,Army Black Knights,-2.1,-4.4,Patriot
2012,Coppin State Eagles,3.1,-9.6,MEAC
2012,North Carolina A&T Aggies,-1.1,-5.4,MEAC
2012,Loyola Chicago Ramblers,-9.2,2.6,Horizon
2012,Sam Houston Bearkats,-10.6,4.1,CUSA
2012,Portland Pilots,-0.7,-6.0,WCC
2012,UC Irvine Anteaters,-1.8,-4.9,Big West
2012,UNC Greensboro Spartans,0.8,-7.6,Southern
2012,Pepperdine Waves,-8.7,1.6,WCC
2012,Sacramento State Hornets,-4.3,-2.9,Big Sky
2012,Pacific Tigers,-6.5,-0.9,Big West
2012,Eastern Illinois Panthers,-3.5,-4.0,OVC
2012,Boston College Eagles,-5.1,-2.3,ACC
2012,SE Louisiana Lions,-10.1,2.6,Southland
2012,Purdue Fort Wayne Mastodons,-1.1,-6.4,Summit
2012,William & Mary Tribe,-5.9,-1.7,CAA
2012,South Dakota Coyotes,0.0,-7.7,Summit
2012,Monmouth Hawks,-1.1,-6.6,NEC
2012,Dartmouth Big Green,-10.2,2.1,Ivy
2012,Mount St. Mary's Mountaineers,-8.0,-0.4,NEC
2012,Idaho State Bengals,-2.4,-6.1,Big Sky
2012,UIC Flames,-5.9,-2.7,Horizon
2012,Kansas City Roos,-4.8,-3.8,Summit
2012,Cal State Northridge Matadors,-1.7,-7.1,Big West
2012,Navy Midshipmen,-10.0,0.8,Patriot
2012,Prairie View A&M Panthers,-7.3,-2.0,SWAC
2012,Houston Christian Huskies,0.3,-9.8,Southland
2012,Radford Highlanders,-8.9,-0.8,Big South
2012,UT Rio Grande Valley Vaqueros,-7.3,-2.4,WAC
2012,Texas A&M-Corpus Christi Islanders,-8.0,-1.9,Southland
2012,St. Francis (PA) Red Flash,-7.7,-2.3,NEC
2012,Hartford Hawks,-8.0,-2.1,Am. East
2012,Saint Peter's Peacocks,-9.8,-0.2,MAAC
2012,SIU Edwardsville Cougars,-4.2,-6.0,OVC
2012,The Citadel Bulldogs,-5.3,-5.1,Southern
2012,Florida A&M Rattlers,-3.2,-7.5,MEAC
2012,Northern Arizona Lumberjacks,-6.4,-4.4,Big Sky
2012,Colgate Raiders,-3.7,-7.1,Patriot
2012,Brown Bears,-6.9,-4.0,Ivy
2012,Howard Bison,-7.8,-3.3,MEAC
2012,Alabama State Hornets,-9.7,-1.4,SWAC
2012,Southern Jaguars,-9.2,-2.0,SWAC
2012,Canisius Golden Griffins,-4.0,-7.2,MAAC
2012,Arkansas-Pine Bluff Golden Lions,-6.4,-4.9,SWAC
2012,UC Davis Aggies,-5.1,-6.3,Big West
2012,UL Monroe Warhawks,-6.5,-5.2,Sun Belt
2012,Jackson State Tigers,-10.9,-1.0,SWAC
2012,Kennesaw State Owls,-5.7,-6.3,ASUN
2012,Utah Utes,-10.6,-1.4,Pac-12
2012,Fairleigh Dickinson Knights,-7.5,-4.8,NEC
2012,Nicholls Colonels,-3.1,-9.3,Southland
2012,Maryland-Eastern Shore Hawks,-7.4,-5.3,MEAC
2012,Alcorn State Braves,-6.9,-6.0,SWAC
2012,Alabama A&M Bulldogs,-5.6,-7.6,SWAC
2012,Northern Illinois Huskies,-11.7,-1.7,MAC
2012,Central Arkansas Bears,-0.9,-12.7,ASUN
2012,UT Martin Skyhawks,-6.1,-8.1,OVC
2012,Longwood Lancers,1.3,-15.9,Indep.
2012,Towson Tigers,-13.6,-1.3,CAA
2012,Bryant Bulldogs,-6.2,-8.7,NEC
2012,UMBC Retrievers,-4.8,-10.2,Am. East
2012,South Carolina State Bulldogs,-5.1,-10.4,MEAC
2012,Chicago State Cougars,-6.7,-9.0,Indep.
2012,Binghamton Bearcats,-10.7,-6.0,Am. East
2012,Grambling Tigers,-14.0,-5.9,SWAC
2013,Florida Gators,7.5,13.7,SEC
2013,Louisville Cardinals,10.7,10.3,Big East
2013,Indiana Hoosiers,13.8,6.4,Big Ten
2013,Duke Blue Devils,12.2,5.4,ACC
2013,Kansas Jayhawks,9.8,6.9,Big 12
2013,Pittsburgh Panthers,4.5,12.2,Big East
2013,Gonzaga Bulldogs,10.7,5.6,WCC
2013,Michigan Wolverines,11.0,5.0,Big Ten
2013,Ohio State Buckeyes,7.5,8.5,Big Ten
2013,Wisconsin Badgers,2.4,13.2,Big Ten
2013,Syracuse Orange,7.0,8.0,Big East
2013,Arizona Wildcats,9.2,5.3,Pac-12
2013,VCU Rams,9.6,4.8,A-10
2013,Georgetown Hoyas,2.4,11.7,Big East
2013,Miami Hurricanes,4.7,9.3,ACC
2013,Michigan State Spartans,3.9,10.0,Big Ten
2013,Minnesota Golden Gophers,6.3,7.2,Big Ten
2013,Creighton Bluejays,8.9,4.5,MVC
2013,Missouri Tigers,10.2,2.2,SEC
2013,Middle Tennessee Blue Raiders,3.9,8.2,Sun Belt
2013,Saint Mary's Gaels,8.6,3.5,WCC
2013,Kentucky Wildcats,7.8,4.2,SEC
2013,Wichita State Shockers,4.4,7.5,MVC
2013,Marquette Golden Eagles,6.1,5.3,Big East
2013,Ole Miss Rebels,10.3,1.2,SEC
2013,Cincinnati Bearcats,2.9,8.5,Big East
2013,Iowa State Cyclones,12.6,-1.3,Big 12
2013,Baylor Bears,9.0,2.3,Big 12
2013,NC State Wolfpack,11.6,-0.4,ACC
2013,Kansas State Wildcats,3.8,7.4,Big 12
2013,North Carolina Tar Heels,10.0,1.1,ACC
2013,Oklahoma State Cowboys,5.4,5.6,Big 12
2013,UNLV Rebels,5.6,5.2,Mountain West
2013,San Diego State Aztecs,4.8,6.0,Mountain West
2013,Saint Louis Billikens,1.9,8.8,A-10
2013,Notre Dame Fighting Irish,6.1,4.6,Big East
2013,Belmont Bruins,7.1,3.5,OVC
2013,Memphis Tigers,6.9,3.5,CUSA
2013,California Golden Bears,5.5,4.9,Pac-12
2013,Virginia Cavaliers,-1.7,11.8,ACC
2013,New Mexico Lobos,3.9,6.0,Mountain West
2013,Iowa Hawkeyes,5.4,4.5,Big Ten
2013,Oklahoma Sooners,6.4,3.3,Big 12
2013,Davidson Wildcats,6.4,3.3,Southern
2013,Butler Bulldogs,4.4,4.6,A-10
2013,Oregon Ducks,6.4,2.4,Pac-12
2013,UConn Huskies,5.7,3.1,Big East
2013,Boise State Broncos,6.7,1.9,Mountain West
2013,Colorado State Rams,6.7,1.8,Mountain West
2013,La Salle Explorers,6.2,2.3,A-10
2013,Southern Miss Golden Eagles,4.9,3.4,CUSA
2013,Maryland Terrapins,4.3,3.9,ACC
2013,Illinois Fighting Illini,4.3,3.9,Big Ten
2013,Akron Zips,4.5,3.6,MAC
2013,Bucknell Bison,0.5,7.4,Patriot
2013,Alabama Crimson Tide,-1.8,9.8,SEC
2013,Temple Owls,6.2,1.8,A-10
2013,Denver Pioneers,-2.2,10.1,WAC
2013,Villanova Wildcats,4.1,3.7,Big East
2013,UCLA Bruins,8.8,-1.0,Pac-12
2013,North Dakota State Bison,-1.3,9.0,Summit
2013,Northern Iowa Panthers,1.4,6.1,MVC
2013,Illinois State Redbirds,8.0,-0.6,MVC
2013,Arkansas Razorbacks,7.9,-0.6,SEC
2013,Stanford Cardinal,4.5,2.8,Pac-12
2013,Stony Brook Seawolves,0.2,7.0,Am. East
2013,Ohio Bobcats,5.5,1.6,MAC
2013,Colorado Buffaloes,2.5,4.6,Pac-12
2013,BYU Cougars,8.0,-1.0,WCC
2013,Valparaiso Beacons,3.9,3.1,Horizon
2013,Dayton Flyers,5.6,1.3,A-10
2013,Tennessee Volunteers,2.5,4.3,SEC
2013,Providence Friars,4.0,2.8,Big East
2013,Saint Joseph's Hawks,2.3,4.5,A-10
2013,Weber State Wildcats,4.1,2.6,Big Sky
2013,Detroit Mercy Titans,10.1,-3.4,Horizon
2013,Stephen F. Austin Lumberjacks,-6.3,12.7,WAC
2013,Purdue Boilermakers,3.3,2.8,Big Ten
2013,Lehigh Mountain Hawks,5.6,0.5,Patriot
2013,Richmond Spiders,4.1,1.9,A-10
2013,Louisiana Tech Bulldogs,3.2,2.6,WAC
2013,Seton Hall Pirates,1.9,3.5,Big East
2013,Santa Clara Broncos,6.8,-1.4,WCC
2013,Arizona State Sun Devils,3.7,1.7,Pac-12
2013,Texas A&M Aggies,-1.4,6.1,SEC
2013,Iona Gaels,12.6,-7.9,MAAC
2013,Xavier Musketeers,-0.3,5.0,A-10
2013,South Dakota State Jackrabbits,4.8,-0.2,Summit
2013,Princeton Tigers,-2.4,7.0,Ivy
2013,Clemson Tigers,-3.4,8.0,ACC
2013,Rutgers Scarlet Knights,1.3,3.3,Big East
2013,North Carolina Central Eagles,-1.3,5.7,MEAC
2013,Mercer Bears,-1.7,5.9,ASUN
2013,Massachusetts Minutemen,6.4,-2.2,A-10
2013,Vanderbilt Commodores,-4.4,8.4,SEC
2013,Washington State Cougars,-0.3,4.3,Pac-12
2013,Eastern Kentucky Colonels,4.3,-0.4,OVC
2013,Evansville Purple Aces,2.6,1.3,MVC
2013,Texas Longhorns,0.9,2.9,Big 12
2013,St. John's Red Storm,0.1,3.7,Big East
2013,New Mexico State Aggies,0.7,3.1,WAC
2013,LSU Tigers,4.1,-0.3,SEC
2013,Georgia Tech Yellow Jackets,-1.6,5.1,ACC
2013,Canisius Golden Griffins,5.9,-2.5,MAAC
2013,Florida Gulf Coast Eagles,4.1,-0.7,ASUN
2013,West Virginia Mountaineers,0.6,2.6,Big 12
2013,Georgia Bulldogs,-3.4,6.6,SEC
2013,Washington Huskies,2.2,0.9,Pac-12
2013,George Washington Revolutionaries,-0.1,3.2,A-10
2013,USC Trojans,0.9,2.2,Pac-12
2013,Murray State Racers,2.9,0.1,OVC
2013,Loyola Maryland Greyhounds,-0.1,3.0,MAAC
2013,Robert Morris Colonials,1.1,1.8,NEC
2013,Indiana State Sycamores,-0.5,3.4,MVC
2013,St. Bonaventure Bonnies,4.8,-1.9,A-10
2013,Boston College Eagles,2.6,0.3,ACC
2013,Oral Roberts Golden Eagles,3.3,-0.4,Summit
2013,Utah State Aggies,1.4,1.5,WAC
2013,UTEP Miners,-2.4,5.3,CUSA
2013,Florida State Seminoles,2.2,0.6,ACC
2013,Pacific Tigers,-0.5,3.1,Big West
2013,Northwestern State Demons,7.6,-5.2,Southland
2013,Green Bay Phoenix,-0.3,2.7,Horizon
2013,East Carolina Pirates,6.1,-3.7,CUSA
2013,Harvard Crimson,1.6,0.8,Ivy
2013,George Mason Patriots,1.0,1.3,CAA
2013,UC Irvine Anteaters,1.3,1.0,Big West
2013,Charlotte 49ers,0.5,1.8,A-10
2013,Northwestern Wildcats,-2.6,4.6,Big Ten
2013,UCF Knights,2.4,-0.4,CUSA
2013,Texas Southern Tigers,2.0,-0.2,SWAC
2013,South Florida Bulls,-4.3,6.1,Big East
2013,Oregon State Beavers,5.1,-3.4,Pac-12
2013,Wright State Raiders,-5.4,7.1,Horizon
2013,Fairfield Stags,-5.6,7.3,MAAC
2013,Drake Bulldogs,5.3,-3.6,MVC
2013,Fresno State Bulldogs,-4.7,6.4,Mountain West
2013,Arkansas State Red Wolves,-1.1,2.8,Sun Belt
2013,Utah Utes,-2.5,4.2,Pac-12
2013,UT Arlington Mavericks,-2.4,3.9,WAC
2013,Wyoming Cowboys,-5.9,7.4,Mountain West
2013,Kent State Golden Flashes,3.8,-2.3,MAC
2013,Army Black Knights,4.0,-2.6,Patriot
2013,Vermont Catamounts,-3.9,5.3,Am. East
2013,Charleston Southern Buccaneers,3.7,-2.3,Big South
2013,Western Michigan Broncos,-0.2,1.6,MAC
2013,UAlbany Great Danes,-1.7,3.1,Am. East
2013,DePaul Blue Demons,6.9,-5.5,Big East
2013,Western Illinois Leathernecks,-8.8,10.2,Summit
2013,Niagara Purple Eagles,5.8,-4.5,MAAC
2013,Charleston Cougars,-1.5,2.7,Southern
2013,Boston University Terriers,1.3,-0.1,Am. East
2013,Southern Jaguars,-2.9,4.0,SWAC
2013,Montana Grizzlies,0.2,0.7,Big Sky
2013,Wake Forest Demon Deacons,1.5,-0.7,ACC
2013,Tulane Green Wave,1.5,-0.6,CUSA
2013,Tennessee State Tigers,2.8,-2.0,OVC
2013,Air Force Falcons,3.0,-2.3,Mountain West
2013,Cal Poly Mustangs,-3.2,3.8,Big West
2013,Penn State Nittany Lions,-1.3,1.8,Big Ten
2013,Nebraska Cornhuskers,-5.1,5.4,Big Ten
2013,Manhattan Jaspers,-6.9,7.2,MAAC
2013,Bradley Braves,1.0,-0.9,MVC
2013,Rider Broncs,-2.6,2.7,MAAC
2013,UAB Blazers,3.5,-3.4,CUSA
2013,Houston Cougars,7.9,-7.9,CUSA
2013,Loyola Chicago Ramblers,-2.9,2.9,Horizon
2013,Delaware Blue Hens,2.6,-2.7,CAA
2013,Bryant Bulldogs,3.8,-4.0,NEC
2013,San Francisco Dons,1.3,-1.6,WCC
2013,Georgia State Panthers,-0.1,-0.2,CAA
2013,Southern Illinois Salukis,-2.8,2.4,MVC
2013,Western Kentucky Hilltoppers,-1.5,1.1,Sun Belt
2013,San Diego Toreros,-1.8,1.3,WCC
2013,SMU Mustangs,-3.0,2.5,CUSA
2013,Elon Phoenix,-0.9,0.4,Southern
2013,Virginia Tech Hokies,4.1,-4.7,ACC
2013,Drexel Dragons,-3.2,2.6,CAA
2013,Gardner-Webb Runnin' Bulldogs,-4.4,3.8,Big South
2013,Northeastern Huskies,1.5,-2.2,CAA
2013,South Carolina Upstate Spartans,0.2,-0.9,ASUN
2013,Youngstown State Penguins,3.0,-3.8,Horizon
2013,Toledo Rockets,2.0,-2.8,MAC
2013,Cal State Northridge Matadors,6.0,-6.8,Big West
2013,Long Island University Sharks,7.8,-8.7,NEC
2013,Towson Tigers,0.1,-1.1,CAA
2013,Hawai'i Rainbow Warriors,0.2,-1.2,Big West
2013,Yale Bulldogs,-0.0,-1.0,Ivy
2013,South Carolina Gamecocks,1.2,-2.2,SEC
2013,High Point Panthers,-0.3,-0.8,Big South
2013,Auburn Tigers,-0.1,-1.1,SEC
2013,Quinnipiac Bobcats,1.7,-2.9,NEC
2013,Cal State Fullerton Titans,5.9,-7.1,Big West
2013,Morgan State Bears,0.3,-1.5,MEAC
2013,Savannah State Tigers,-9.7,8.4,MEAC
2013,Tulsa Golden Hurricane,0.8,-2.1,CUSA
2013,South Alabama Jaguars,0.5,-1.9,Sun Belt
2013,Idaho Vandals,1.7,-3.2,WAC
2013,UNC Asheville Bulldogs,1.4,-2.8,Big South
2013,Florida International Panthers,1.8,-3.3,Sun Belt
2013,UC Davis Aggies,3.0,-4.5,Big West
2013,Oakland Golden Grizzlies,5.9,-7.4,Summit
2013,Long Beach State Beach,1.3,-2.9,Big West
2013,Jacksonville State Gamecocks,-2.4,0.8,OVC
2013,UIC Flames,-3.7,2.0,Horizon
2013,Coastal Carolina Chanticleers,-3.0,1.1,Big South
2013,Columbia Lions,-5.4,3.5,Ivy
2013,Buffalo Bulls,-0.6,-1.4,MAC
2013,Rhode Island Rams,-3.9,1.9,A-10
2013,Sam Houston Bearkats,-6.4,4.3,CUSA
2013,Wagner Seahawks,-0.8,-1.4,NEC
2013,Morehead State Eagles,2.4,-4.6,OVC
2013,William & Mary Tribe,1.0,-3.2,CAA
2013,James Madison Dukes,-2.6,0.3,CAA
2013,Lafayette Leopards,0.7,-3.0,Patriot
2013,Southeast Missouri State Redhawks,3.0,-5.3,OVC
2013,Marshall Thundering Herd,1.1,-3.5,CUSA
2013,Norfolk State Spartans,-1.9,-0.7,MEAC
2013,Little Rock Trojans,-2.0,-0.5,Sun Belt
2013,Nevada Wolf Pack,0.8,-3.4,Mountain West
2013,St. Francis Brooklyn Terriers,0.5,-3.2,NEC
2013,Bowling Green Falcons,-4.9,2.2,MAC
2013,UC Santa Barbara Gauchos,-2.9,-0.2,Big West
2013,Mount St. Mary's Mountaineers,0.7,-3.8,NEC
2013,NJIT Highlanders,-2.1,-1.2,Am. East
2013,Missouri State Bears,-6.1,2.8,MVC
2013,Wofford Terriers,-9.0,5.7,Southern
2013,Loyola Marymount Lions,-3.3,-0.2,WCC
2013,Western Carolina Catamounts,0.3,-3.8,Southern
2013,Purdue Fort Wayne Mastodons,-2.2,-1.4,Summit
2013,Hartford Hawks,-7.4,3.8,Am. East
2013,Stetson Hatters,1.1,-4.8,ASUN
2013,North Carolina A&T Aggies,-5.7,1.9,MEAC
2013,Florida Atlantic Owls,-2.4,-1.6,Sun Belt
2013,Louisiana Ragin' Cajuns,1.4,-5.5,Sun Belt
2013,Cal State Bakersfield Roadrunners,-1.0,-3.1,Indep.
2013,Holy Cross Crusaders,-5.2,1.1,Patriot
2013,North Florida Ospreys,-1.0,-3.2,ASUN
2013,Marist Red Foxes,-0.0,-4.2,MAAC
2013,Mississippi State Bulldogs,-3.7,-0.5,SEC
2013,Duquesne Dukes,1.9,-6.1,A-10
2013,Brown Bears,-4.9,0.6,Ivy
2013,UTSA Roadrunners,-1.6,-2.9,WAC
2013,Northern Colorado Bears,0.7,-5.3,Big Sky
2013,South Dakota Coyotes,2.1,-6.8,Summit
2013,Central Connecticut Blue Devils,3.2,-7.9,NEC
2013,Pepperdine Waves,-4.6,-0.2,WCC
2013,New Hampshire Wildcats,-6.8,2.0,Am. East
2013,North Dakota Fighting Hawks,-2.3,-2.7,Big Sky
2013,Cornell Big Red,-1.1,-3.9,Ivy
2013,Ball State Cardinals,-2.8,-2.2,MAC
2013,North Texas Mean Green,-2.3,-2.8,Sun Belt
2013,Seattle U Redhawks,-2.5,-2.7,WAC
2013,Bethune-Cookman Wildcats,-1.6,-3.6,MEAC
2013,Appalachian State Mountaineers,0.2,-5.4,Southern
2013,Tennessee Tech Golden Eagles,-4.2,-1.0,OVC
2013,Northern Kentucky Norse,-8.8,3.3,ASUN
2013,Hampton Pirates,-4.8,-0.7,MEAC
2013,Pennsylvania Quakers,-3.7,-1.9,Ivy
2013,Old Dominion Monarchs,-2.2,-3.4,CAA
2013,Maine Black Bears,-1.2,-4.5,Am. East
2013,Sacred Heart Pioneers,1.5,-7.3,NEC
2013,Texas Tech Red Raiders,-0.8,-5.0,Big 12
2013,Miami (OH) RedHawks,-3.4,-2.4,MAC
2013,Nicholls Colonels,-0.0,-5.8,Southland
2013,TCU Horned Frogs,-10.5,4.7,Big 12
2013,American University Eagles,-7.6,1.8,Patriot
2013,Texas State Bobcats,2.4,-8.3,WAC
2013,Sacramento State Hornets,-5.5,-0.4,Big Sky
2013,Portland Pilots,-5.7,-0.2,WCC
2013,Fordham Rams,-0.3,-5.7,A-10
2013,Eastern Michigan Eagles,-11.4,5.4,MAC
2013,SE Louisiana Lions,-4.2,-1.9,Southland
2013,VMI Keydets,4.7,-10.9,Big South
2013,Winthrop Eagles,-9.3,3.0,Big South
2013,Saint Peter's Peacocks,-7.7,1.5,MAAC
2013,Central Michigan Chippewas,0.6,-6.9,MAC
2013,Jacksonville Dolphins,-0.7,-5.6,ASUN
2013,San José State Spartans,-4.6,-1.7,WAC
2013,Colgate Raiders,-2.5,-3.9,Patriot
2013,Austin Peay Governors,1.8,-8.2,OVC
2013,Cleveland State Vikings,-3.8,-2.7,Horizon
2013,Liberty Flames,-1.8,-4.7,Big South
2013,Georgia Southern Eagles,-6.6,0.0,Southern
2013,Delaware State Hornets,-6.3,-0.4,MEAC
2013,Eastern Washington Eagles,0.4,-7.1,Big Sky
2013,UNC Greensboro Spartans,1.0,-7.7,Southern
2013,Troy Trojans,-5.6,-1.4,Sun Belt
2013,Central Arkansas Bears,4.8,-11.8,ASUN
2013,McNeese Cowboys,-3.8,-3.3,Southland
2013,Arkansas-Pine Bluff Golden Lions,-5.3,-1.8,SWAC
2013,Utah Valley Wolverines,-2.3,-4.8,WAC
2013,Dartmouth Big Green,-6.3,-0.8,Ivy
2013,Samford Bulldogs,-6.3,-1.0,Southern
2013,Milwaukee Panthers,-3.7,-4.0,Horizon
2013,Chattanooga Mocs,-1.3,-6.4,Southern
