Year,Team,Conf,BPI(O),BPI(D)
2022,Tennessee,SEC,7.1,10.9
2022,Baylor,Big 12,10.1,7.8
2022,Kentucky,SEC,11.1,6.6
2022,Kansas,Big 12,10.9,6.7
2022,Arizona,Pac-12,10.5,7.1
2022,Villanova,Big East,10.7,6.8
2022,Duke,ACC,12.0,4.8
2022,Texas Tech,Big 12,6.0,10.5
2022,Purdue,Big Ten,12.7,3.6
2022,UCLA,Pac-12,9.2,6.9
2022,Auburn,SEC,6.5,9.0
2022,Iowa,Big Ten,11.9,3.5
2022,LSU,SEC,3.6,10.4
2022,Illinois,Big Ten,7.3,6.7
2022,Texas,Big 12,6.0,7.8
2022,North Carolina,ACC,7.8,5.5
2022,Connecticut,Big East,7.6,5.7
2022,Virginia Tech,ACC,8.3,5.0
2022,Arkansas,SEC,5.3,7.6
2022,Saint Mary's,WCC,4.5,7.3
2022,Memphis,American,5.6,6.2
2022,Alabama,SEC,8.2,3.4
2022,Ohio St.,Big Ten,8.6,2.9
2022,Michigan,Big Ten,7.6,3.9
2022,Loyola Chicago,MVC,4.9,6.4
2022,Wisconsin,Big Ten,4.7,6.1
2022,Providence,Big East,5.4,5.3
2022,Oklahoma,Big 12,5.1,5.6
2022,San Diego St.,Mountain West,0.3,10.3
2022,San Francisco,WCC,5.4,5.1
2022,TCU,Big 12,4.0,6.5
2022,Michigan St.,Big Ten,5.6,4.7
2022,Murray St.,OVC,6.6,3.7
2022,Wake Forest,ACC,5.3,4.9
2022,Mississippi St.,SEC,5.3,4.9
2022,Oklahoma St.,Big 12,0.8,9.4
2022,Texas A&M,SEC,4.2,5.8
2022,Vermont,Am. East,6.7,3.2
2022,Indiana,Big Ten,3.2,6.8
2022,Notre Dame,ACC,6.9,2.9
2022,USC,Pac-12,4.8,5.0
2022,Dayton,A 10,4.3,5.5
2022,Seton Hall,Big East,4.0,5.6
2022,Xavier,Big East,5.3,4.2
2022,Florida,SEC,4.9,4.5
2022,St. John's,Big East,5.4,3.8
2022,UAB,C-USA,5.5,3.8
2022,Miami FL,ACC,7.7,1.5
2022,Iowa St.,Big 12,0.5,8.7
2022,Davidson,A 10,9.0,0.1
2022,SMU,American,4.3,4.8
2022,Washington St.,Pac-12,3.0,5.7
2022,Vanderbilt,SEC,3.1,5.4
2022,Saint Louis,A 10,4.8,3.6
2022,VCU,A 10,-1.3,9.5
2022,Virginia,ACC,3.1,5.0
2022,Boise St.,Mountain West,2.9,5.1
2022,Syracuse,ACC,7.5,0.6
2022,Marquette,Big East,3.6,4.4
2022,Chattanooga,Southern,4.2,3.8
2022,North Texas,C-USA,2.0,6.0
2022,Clemson,ACC,5.2,2.8
2022,Creighton,Big East,2.0,5.8
2022,South Dakota St.,Summit,9.0,-1.2
2022,West Virginia,Big 12,3.6,4.2
2022,St. Bonaventure,A 10,4.8,2.9
2022,Belmont,OVC,5.4,2.2
2022,Kansas St.,Big 12,3.6,3.9
2022,Furman,Southern,7.4,0.0
2022,Maryland,Big Ten,4.6,2.8
2022,Rutgers,Big Ten,3.0,4.3
2022,Toledo,MAC,5.7,1.5
2022,Oregon,Pac-12,4.7,2.3
2022,Richmond,A 10,4.5,2.5
2022,Iona,MAAC,3.6,3.3
2022,Towson,CAA,4.3,2.6
2022,Santa Clara,WCC,5.4,1.2
2022,Northwestern,Big Ten,2.5,4.1
2022,Penn St.,Big Ten,2.5,4.0
2022,Colorado St.,Mountain West,5.9,0.5
2022,Missouri St.,MVC,5.9,0.4
2022,BYU,WCC,3.8,2.5
2022,Fresno St.,Mountain West,1.3,4.8
2022,South Carolina,SEC,-0.3,6.0
2022,Utah St.,Mountain West,3.7,1.9
2022,Wichita St.,American,0.7,4.8
2022,Drake,MVC,3.9,1.5
2022,Arizona St.,Pac-12,-0.7,5.9
2022,Florida St.,ACC,2.4,2.7
2022,UNLV,Mountain West,2.9,2.2
2022,Colorado,Pac-12,1.7,3.2
2022,DePaul,Big East,2.9,2.0
2022,Tulane,American,3.6,1.3
2022,Saint Peter's,MAAC,-1.5,6.3
2022,UCF,American,2.5,2.2
2022,Middle Tennessee,C-USA,2.2,2.4
2022,Grand Canyon,WAC,0.5,4.0
2022,Liberty,ASUN,3.1,1.4
2022,Cincinnati,American,1.2,3.3
2022,Mississippi,SEC,2.0,2.5
2022,George Mason,A 10,2.3,2.0
2022,Northern Iowa,MVC,4.6,-0.4
2022,Akron,MAC,3.0,1.2
2022,New Mexico St.,WAC,2.0,1.9
2022,Louisiana Tech,C-USA,2.4,1.5
2022,Minnesota,Big Ten,2.6,1.2
2022,Stanford,Pac-12,1.4,2.4
2022,Wyoming,Mountain West,2.9,0.9
2022,Bradley,MVC,0.4,3.4
2022,Wofford,Southern,3.7,0.1
2022,Western Kentucky,C-USA,2.0,1.7
2022,Colgate,Patriot,3.8,-0.1
2022,Wagner,NEC,1.2,2.5
2022,Buffalo,MAC,3.2,0.4
2022,Louisville,ACC,0.9,2.5
2022,Hofstra,CAA,4.0,-0.8
2022,Ohio,MAC,1.8,1.4
2022,Temple,American,-0.1,3.1
2022,Washington,Pac-12,0.5,2.5
2022,Boston College,ACC,1.5,1.4
2022,North Carolina St.,ACC,3.9,-1.0
2022,Princeton,Ivy,5.7,-2.9
2022,Kent St.,MAC,0.3,2.6
2022,Oral Roberts,Summit,4.3,-2.0
2022,Jacksonville St.,ASUN,2.6,-0.3
2022,Rhode Island,A 10,-2.3,4.5
2022,Morehead St.,OVC,-0.1,2.2
2022,UC Irvine,Big West,-2.3,4.4
2022,Seattle,WAC,-0.4,2.4
2022,California,Pac-12,-1.3,3.1
2022,Longwood,Big South,2.3,-0.5
2022,Monmouth,MAAC,0.0,1.6
2022,Nebraska,Big Ten,1.6,-0.2
2022,Texas St.,Sun Belt,1.0,0.4
2022,Georgia Tech,ACC,-1.1,2.5
2022,Utah,Pac-12,2.0,-0.6
2022,Georgia St.,Sun Belt,-0.9,2.3
2022,Oakland,Horizon,1.5,-0.1
2022,Coastal Carolina,Sun Belt,0.3,1.0
2022,Abilene Christian,WAC,-0.1,1.3
2022,North Dakota St.,Summit,1.1,0.1
2022,Sam Houston St.,WAC,-1.1,2.3
2022,Butler,Big East,-0.9,2.1
2022,Charleston,CAA,0.7,0.4
2022,South Alabama,Sun Belt,0.0,1.1
2022,Florida Atlantic,C-USA,1.6,-0.5
2022,Delaware,CAA,2.5,-1.4
2022,Winthrop,Big South,2.2,-1.1
2022,Jacksonville,ASUN,-1.3,2.4
2022,Norfolk St.,MEAC,-0.2,1.2
2022,Drexel,CAA,1.8,-0.9
2022,UC Santa Barbara,Big West,1.5,-0.7
2022,Wright St.,Horizon,2.3,-1.5
2022,Southern Illinois,MVC,-0.9,1.7
2022,VMI,Southern,4.7,-3.9
2022,Missouri,SEC,-0.3,1.0
2022,Yale,Ivy,-1.4,2.1
2022,Gardner Webb,Big South,-2.5,3.1
2022,Navy,Patriot,-3.8,4.4
2022,Nevada,Mountain West,1.0,-0.4
2022,UNC Asheville,Big South,1.0,-0.4
2022,Tulsa,American,0.8,-0.3
2022,Appalachian St.,Sun Belt,-1.2,1.6
2022,Utah Valley,WAC,-1.3,1.5
2022,Niagara,MAAC,-0.2,0.3
2022,Montana St.,Big Sky,0.4,-0.3
2022,Saint Joseph's,A 10,-1.2,1.3
2022,Stephen F. Austin,WAC,-1.6,1.6
2022,UMKC,Summit,-0.7,0.6
2022,Bryant,NEC,0.6,-0.7
2022,Cleveland St.,Horizon,0.6,-0.8
2022,East Carolina,American,-0.4,0.0
2022,UTEP,C-USA,-1.0,0.6
2022,Cal St. Fullerton,Big West,0.7,-1.1
2022,Georgetown,Big East,1.2,-1.6
2022,Texas Southern,SWAC,-2.5,2.1
2022,Northern Kentucky,Horizon,-0.4,-0.1
2022,Bellarmine,ASUN,3.5,-4.0
2022,UNC Wilmington,CAA,0.6,-1.2
2022,Fairfield,MAAC,-0.9,0.3
2022,Fordham,A 10,-5.2,4.5
2022,UNC Greensboro,Southern,-1.7,1.0
2022,Nicholls St.,Southland,-0.4,-0.3
2022,Weber St.,Big Sky,0.5,-1.3
2022,Portland,WCC,-0.1,-0.8
2022,Massachusetts,A 10,5.2,-6.1
2022,Hawaii,Big West,-0.6,-0.3
2022,Florida Gulf Coast,ASUN,1.8,-2.9
2022,Old Dominion,C-USA,-0.9,-0.3
2022,Cornell,Ivy,0.6,-1.9
2022,Southern Utah,Big Sky,1.3,-2.6
2022,Louisiana,Sun Belt,-1.8,0.5
2022,James Madison,CAA,0.3,-1.7
2022,South Dakota,Summit,2.0,-3.4
2022,Long Beach St.,Big West,-0.7,-0.8
2022,UC Riverside,Big West,-2.5,0.9
2022,Pittsburgh,ACC,-2.2,0.5
2022,Marist,MAAC,-1.5,-0.3
2022,Boston University,Patriot,1.8,-3.5
2022,Mercer,Southern,0.7,-2.5
2022,East Tennessee St.,Southern,2.3,-4.2
2022,Southern,SWAC,-3.7,1.7
2022,Troy,Sun Belt,-3.2,1.3
2022,Purdue Fort Wayne,Horizon,-1.5,-0.4
2022,Charlotte,C-USA,1.2,-3.1
2022,Georgia,SEC,2.1,-4.0
2022,Campbell,Big South,-1.1,-0.9
2022,Howard,MEAC,-1.4,-0.7
2022,New Hampshire,Am. East,0.9,-3.0
2022,Brown,Ivy,-2.3,0.2
2022,Detroit Mercy,Horizon,2.4,-4.6
2022,Arkansas St.,Sun Belt,-2.0,-0.2
2022,Samford,Southern,-0.4,-1.9
2022,LIU,NEC,-1.4,-0.9
2022,UMass Lowell,Am. East,-3.4,1.0
2022,UMBC,Am. East,0.5,-2.9
2022,Quinnipiac,MAAC,0.2,-2.6
2022,Dartmouth,Ivy,-2.2,-0.4
2022,Kennesaw St.,ASUN,0.3,-3.0
2022,Valparaiso,MVC,-0.3,-2.5
2022,Rice,C-USA,2.0,-4.7
2022,Illinois St.,MVC,-0.4,-2.4
2022,George Washington,A 10,-2.4,-0.4
2022,San Diego,WCC,-3.6,0.8
2022,Penn,Ivy,0.8,-3.8
2022,Eastern Kentucky,ASUN,-0.3,-2.6
2022,Oregon St.,Pac-12,1.4,-4.4
2022,La Salle,A 10,-3.0,0.0
2022,UT Arlington,Sun Belt,-3.2,0.2
2022,Stony Brook,Am. East,1.1,-4.1
2022,Mount St. Mary's,NEC,-3.4,0.3
2022,Rider,MAAC,-2.5,-0.7
2022,The Citadel,Southern,0.1,-3.4
2022,Cal Baptist,WAC,-1.9,-1.4
2022,Canisius,MAAC,-3.2,-0.1
2022,Eastern Washington,Big Sky,0.3,-3.7
2022,Portland St.,Big Sky,-4.1,0.7
2022,Loyola Marymount,WCC,1.2,-4.7
2022,Miami OH,MAC,1.2,-4.7
2022,North Carolina Central,MEAC,-2.8,-0.8
2022,Marshall,C-USA,-1.7,-1.8
2022,Siena,MAAC,-3.1,-0.4
2022,Texas A&M Corpus Chris,Southland,-2.6,-1.0
2022,Manhattan,MAAC,-1.4,-2.5
2022,Youngstown St.,Horizon,0.4,-4.3
2022,Tarleton St.,WAC,-3.9,0.0
2022,Montana,Big Sky,-2.4,-1.6
2022,UC Davis,Big West,-4.1,0.2
2022,Tennessee Tech,OVC,-1.2,-2.8
2022,South Florida,American,-7.5,3.4
2022,Western Illinois,Summit,-1.2,-3.0
2022,Georgia Southern,Sun Belt,-4.2,-0.1
2022,North Florida,ASUN,-3.5,-0.7
2022,Northern Colorado,Big Sky,2.4,-6.6
2022,Harvard,Ivy,-3.7,-0.6
2022,New Mexico,Mountain West,-0.7,-3.6
2022,Bowling Green,MAC,1.0,-5.3
2022,Indiana St.,MVC,-2.8,-1.6
2022,Tennessee St.,OVC,-2.6,-1.9
2022,Northeastern,CAA,-3.1,-1.5
2022,High Point,Big South,-2.7,-1.9
2022,Loyola MD,Patriot,-4.6,-0.1
2022,New Orleans,Southland,-4.0,-0.8
2022,North Alabama,ASUN,-5.8,1.1
2022,USC Upstate,Big South,-0.8,-4.0
2022,Hartford,Am. East,-0.3,-4.6
2022,FIU,C-USA,-2.8,-2.2
2022,Presbyterian,Big South,-4.8,-0.2
2022,Elon,CAA,-2.2,-2.8
2022,Illinois Chicago,Horizon,-1.9,-3.3
2022,Albany,Am. East,-6.6,1.3
2022,Ball St.,MAC,-1.1,-4.5
2022,Binghamton,Am. East,-4.5,-1.1
2022,Southeastern Louisiana,Southland,0.1,-5.8
2022,Duquesne,A 10,-3.0,-2.8
2022,UC San Diego,Big West,-1.3,-4.5
2022,Alcorn St.,SWAC,-3.9,-1.9
2022,Morgan St.,MEAC,-5.2,-0.9
2022,McNeese St.,Southland,-2.3,-3.8
2022,Louisiana Monroe,Sun Belt,-1.0,-5.1
2022,Army,Patriot,-4.7,-1.5
2022,Southeast Missouri St.,OVC,-0.6,-5.6
2022,SIU Edwardsville,OVC,-5.5,-0.8
2022,Jackson St.,SWAC,-6.8,0.6
2022,Merrimack,NEC,-6.1,-0.2
2022,Lipscomb,ASUN,-0.6,-5.8
2022,Prairie View A&M,SWAC,-3.5,-2.9
2022,Cal St. Bakersfield,Big West,-4.1,-2.5
2022,Pepperdine,WCC,-3.8,-2.9
2022,Austin Peay,OVC,-4.4,-2.5
2022,North Carolina A&T,Big South,-4.2,-2.8
2022,Utah Tech,WAC,-4.9,-2.1
2022,Radford,Big South,-5.5,-1.8
2022,Western Carolina,Southern,-2.4,-4.9
2022,Sacred Heart,NEC,-0.7,-6.7
2022,St. Francis NY,NEC,-4.3,-3.1
2022,St. Thomas,Summit,1.6,-9.0
2022,Maryland Eastern Shore,MEAC,-7.9,0.4
2022,Northern Illinois,MAC,-6.7,-0.8
2022,Robert Morris,Horizon,-2.0,-5.6
2022,Tennessee Martin,OVC,-5.0,-2.7
2022,Pacific,WCC,-5.6,-2.3
2022,Coppin St.,MEAC,-6.6,-1.2
2022,San Jose St.,Mountain West,-3.1,-4.8
2022,South Carolina St.,MEAC,-6.6,-1.5
2022,Stetson,ASUN,-4.0,-4.2
2022,Lehigh,Patriot,-3.8,-4.5
2022,St. Francis PA,NEC,-4.6,-3.8
2022,Eastern Michigan,MAC,-6.0,-2.7
2022,Central Michigan,MAC,-4.6,-4.1
2022,Grambling St.,SWAC,-6.4,-2.6
2022,UT Rio Grande Valley,WAC,-3.4,-5.7
2022,Sacramento St.,Big Sky,-5.1,-4.0
2022,Florida A&M,SWAC,-5.9,-3.3
2022,Hampton,Big South,-7.9,-1.4
2022,Central Arkansas,ASUN,-3.1,-6.4
2022,Alabama St.,SWAC,-5.2,-4.3
2022,Milwaukee,Horizon,-6.5,-3.2
2022,Cal Poly,Big West,-7.5,-2.1
2022,UTSA,C-USA,-6.1,-3.8
2022,Lafayette,Patriot,-3.3,-6.5
2022,Houston Christian,Southland,-4.5,-5.5
2022,NJIT,Am. East,-7.7,-2.3
2022,Northwestern St.,Southland,-3.5,-6.6
2022,Alabama A&M,SWAC,-11.0,0.9
2022,Air Force,Mountain West,-6.5,-3.9
2022,Bethune Cookman,SWAC,-6.6,-4.0
2022,Little Rock,Sun Belt,-5.0,-5.7
2022,American,Patriot,-5.7,-5.1
2022,Denver,Summit,-4.6,-6.4
2022,William & Mary,CAA,-8.2,-2.9
2022,Bucknell,Patriot,-2.0,-9.2
2022,Green Bay,Horizon,-6.2,-5.1
2022,Idaho,Big Sky,-3.3,-8.1
2022,Charleston Southern,Big South,-5.8,-5.7
2022,Southern Miss,C-USA,-6.0,-5.7
2022,Evansville,MVC,-7.0,-4.6
2022,Fairleigh Dickinson,NEC,-4.8,-7.1
2022,Cal St. Northridge,Big West,-6.7,-5.2
2022,Central Connecticut,NEC,-7.3,-4.6
2022,Holy Cross,Patriot,-6.9,-5.1
2022,Northern Arizona,Big Sky,-5.7,-6.7
2022,Western Michigan,MAC,-5.8,-6.6
2022,Idaho St.,Big Sky,-6.3,-6.2
2022,Maine,Am. East,-7.4,-5.5
2022,North Dakota,Summit,-3.8,-9.2
2022,Chicago St.,WAC,-5.8,-7.5
2022,Lamar,WAC,-8.0,-5.6
2022,Nebraska Omaha,Summit,-4.8,-9.0
2022,Incarnate Word,Southland,-5.1,-9.0
2022,Columbia,Ivy,-7.0,-7.1
2022,Arkansas Pine Bluff,SWAC,-5.3,-9.4
2022,Delaware St.,MEAC,-10.7,-4.4
2022,Eastern Illinois,OVC,-12.2,-4.9
2022,Mississippi Valley St.,SWAC,-8.1,-9.4
2022,IUPUI,Horizon,-15.1,-4.7
2023,Houston,American,10.2,11.4
2023,Tennessee,SEC,6.3,12.4
2023,Alabama,SEC,7.8,10.8
2023,UCLA,Pac-12,7.0,10.6
2023,Texas,Big 12,7.9,8.7
2023,Connecticut,Big East,8.8,7.4
2023,Purdue,Big Ten,9.6,6.2
2023,Gonzaga,WCC,12.8,2.5
2023,Kansas,Big 12,6.6,7.9
2023,Arizona,Pac-12,10.1,4.4
2023,Creighton,Big East,7.8,6.1
2023,Baylor,Big 12,10.6,3.3
2023,Marquette,Big East,8.7,4.6
2023,Arkansas,SEC,4.8,8.1
2023,Texas A&M,SEC,6.5,6.3
2023,Kentucky,SEC,8.3,4.5
2023,Duke,ACC,6.2,6.5
2023,Indiana,Big Ten,6.8,5.7
2023,Saint Mary's,WCC,4.8,7.6
2023,Maryland,Big Ten,6.4,5.9
2023,Xavier,Big East,9.0,3.3
2023,Virginia,ACC,5.1,7.0
2023,West Virginia,Big 12,8.2,3.9
2023,San Diego St.,Mountain West,4.6,7.5
2023,Iowa St.,Big 12,3.2,8.8
2023,Rutgers,Big Ten,1.3,10.5
2023,Auburn,SEC,5.2,6.5
2023,TCU,Big 12,4.9,6.8
2023,Kansas St.,Big 12,4.2,7.1
2023,Illinois,Big Ten,4.6,6.6
2023,Memphis,American,5.4,5.6
2023,Iowa,Big Ten,10.1,0.8
2023,Oklahoma St.,Big 12,1.8,8.6
2023,Ohio St.,Big Ten,7.5,2.9
2023,Florida Atlantic,C-USA,5.7,4.6
2023,Miami FL,ACC,9.0,1.3
2023,Michigan St.,Big Ten,4.9,5.3
2023,North Carolina,ACC,5.2,5.0
2023,Providence,Big East,7.5,2.6
2023,Liberty,ASUN,5.6,4.6
2023,Northwestern,Big Ten,2.3,7.8
2023,Utah St.,Mountain West,7.2,2.8
2023,Sam Houston St.,WAC,2.2,7.4
2023,Mississippi St.,SEC,1.1,8.5
2023,Yale,Ivy,4.5,5.1
2023,North Carolina St.,ACC,6.0,3.6
2023,Boise St.,Mountain West,3.4,6.1
2023,Oregon,Pac-12,5.8,3.7
2023,Penn St.,Big Ten,8.0,1.4
2023,Dayton,A 10,3.5,5.8
2023,Florida,SEC,3.0,6.2
2023,Clemson,ACC,4.8,4.2
2023,Iona,MAAC,4.9,4.1
2023,USC,Pac-12,4.4,4.5
2023,Drake,MVC,4.0,4.9
2023,Texas Tech,Big 12,4.3,4.6
2023,Cincinnati,American,4.9,3.9
2023,Michigan,Big Ten,4.8,3.8
2023,Missouri,SEC,8.3,0.3
2023,UCF,American,3.4,5.2
2023,VCU,A 10,0.8,7.8
2023,Oklahoma,Big 12,4.2,4.4
2023,Charleston,CAA,4.2,4.0
2023,UAB,C-USA,4.6,3.4
2023,Virginia Tech,ACC,6.5,1.5
2023,Bradley,MVC,2.9,4.8
2023,Pittsburgh,ACC,5.6,2.0
2023,Villanova,Big East,5.3,2.4
2023,Nevada,Mountain West,3.8,3.7
2023,Wisconsin,Big Ten,1.6,5.9
2023,Washington St.,Pac-12,4.2,3.3
2023,North Texas,C-USA,2.4,5.0
2023,Seton Hall,Big East,0.4,6.9
2023,Kent St.,MAC,1.7,5.6
2023,Arizona St.,Pac-12,1.0,6.3
2023,Utah,Pac-12,1.2,5.7
2023,Colorado,Pac-12,0.8,6.0
2023,Hofstra,CAA,3.8,2.8
2023,Vanderbilt,SEC,6.2,0.4
2023,New Mexico,Mountain West,5.1,1.4
2023,Marshall,Sun Belt,3.7,2.8
2023,Toledo,MAC,10.0,-3.5
2023,Stanford,Pac-12,5.5,1.0
2023,Oral Roberts,Summit,5.9,0.5
2023,Wake Forest,ACC,5.3,1.0
2023,James Madison,Sun Belt,2.7,3.6
2023,St. John's,Big East,2.6,3.6
2023,Saint Louis,A 10,4.8,0.8
2023,Utah Valley,WAC,1.0,4.6
2023,Indiana St.,MVC,3.8,1.6
2023,UNLV,Mountain West,2.6,2.8
2023,Furman,Southern,6.0,-0.8
2023,Grand Canyon,WAC,4.4,0.7
2023,BYU,WCC,1.7,3.3
2023,UC Irvine,Big West,2.0,2.8
2023,Vermont,Am. East,4.2,0.3
2023,UMass Lowell,Am. East,2.6,1.9
2023,Colgate,Patriot,5.9,-1.4
2023,Louisiana,Sun Belt,4.8,-0.4
2023,Akron,MAC,2.5,1.8
2023,Santa Clara,WCC,2.6,1.7
2023,Mississippi,SEC,1.0,3.0
2023,Syracuse,ACC,3.0,0.9
2023,Tulane,American,3.2,0.7
2023,South Alabama,Sun Belt,1.8,2.1
2023,Nebraska,Big Ten,0.9,2.8
2023,UNC Greensboro,Southern,-0.7,4.4
2023,Montana St.,Big Sky,1.2,2.4
2023,Wichita St.,American,0.7,2.9
2023,Southern Utah,WAC,3.4,0.0
2023,Washington,Pac-12,-0.2,3.6
2023,Southern Miss,Sun Belt,0.9,2.4
2023,Youngstown St.,Horizon,5.7,-2.4
2023,Ohio,MAC,4.1,-0.9
2023,Belmont,MVC,3.9,-0.8
2023,Towson,CAA,2.4,0.6
2023,Princeton,Ivy,2.2,0.9
2023,Temple,American,1.1,1.9
2023,Stephen F. Austin,WAC,0.5,2.4
2023,San Jose St.,Mountain West,2.5,0.4
2023,Duquesne,A 10,2.2,0.7
2023,San Francisco,WCC,2.8,-0.0
2023,Colorado St.,Mountain West,4.7,-2.0
2023,UC Santa Barbara,Big West,3.1,-0.5
2023,Loyola Marymount,WCC,2.2,0.4
2023,Charlotte,C-USA,2.3,0.2
2023,Troy,Sun Belt,-0.3,2.9
2023,Butler,Big East,-1.2,3.7
2023,Southern Illinois,MVC,-1.5,4.0
2023,Eastern Washington,Big Sky,4.0,-1.6
2023,Penn,Ivy,3.2,-0.8
2023,Fordham,A 10,-1.3,3.4
2023,LSU,SEC,1.5,0.5
2023,Kennesaw St.,ASUN,-0.4,2.3
2023,George Mason,A 10,-1.0,2.7
2023,UNC Asheville,Big South,-0.1,1.7
2023,Hawaii,Big West,-1.7,3.4
2023,Middle Tennessee,C-USA,0.0,1.6
2023,Cornell,Ivy,3.7,-2.2
2023,UC Riverside,Big West,1.0,0.5
2023,Seattle,WAC,-1.3,2.8
2023,Richmond,A 10,0.1,1.3
2023,Cal St. Fullerton,Big West,-1.0,2.4
2023,UNC Wilmington,CAA,-0.3,1.6
2023,Georgia,SEC,-0.3,1.6
2023,Missouri St.,MVC,-0.3,1.6
2023,Cal Baptist,WAC,0.2,1.0
2023,Northern Kentucky,Horizon,-0.8,2.0
2023,Chattanooga,Southern,3.0,-1.8
2023,DePaul,Big East,1.5,-0.4
2023,North Carolina Central,MEAC,-1.7,2.8
2023,Longwood,Big South,0.8,0.1
2023,Bryant,Am. East,0.9,-0.0
2023,Davidson,A 10,1.2,-0.4
2023,Radford,Big South,0.0,0.8
2023,Notre Dame,ACC,3.2,-2.4
2023,South Florida,American,0.2,0.6
2023,Samford,Southern,1.4,-0.7
2023,Tarleton St.,WAC,-1.2,1.9
2023,Gardner Webb,Big South,-2.5,3.2
2023,Appalachian St.,Sun Belt,-1.7,2.2
2023,Eastern Kentucky,ASUN,-0.6,0.9
2023,Ball St.,MAC,2.2,-1.9
2023,Lipscomb,ASUN,0.1,0.1
2023,Wright St.,Horizon,0.8,-0.6
2023,Florida Gulf Coast,ASUN,1.0,-0.9
2023,Abilene Christian,WAC,0.4,-0.2
2023,Stetson,ASUN,4.7,-4.7
2023,Boston College,ACC,-1.2,1.1
2023,Utah Tech,WAC,1.2,-1.4
2023,South Dakota St.,Summit,0.1,-0.2
2023,Old Dominion,Sun Belt,-1.3,1.1
2023,Norfolk St.,MEAC,2.0,-2.2
2023,Navy,Patriot,-0.9,0.7
2023,UC Davis,Big West,-0.7,0.4
2023,Brown,Ivy,-2.8,2.6
2023,Drexel,CAA,-2.4,2.1
2023,Fresno St.,Mountain West,-2.2,1.9
2023,Long Beach St.,Big West,-0.5,-0.0
2023,Georgia Tech,ACC,-0.8,0.3
2023,Cleveland St.,Horizon,-0.3,-0.2
2023,New Mexico St.,WAC,0.1,-0.7
2023,Rider,MAAC,1.2,-1.9
2023,Louisiana Tech,C-USA,-0.4,-0.3
2023,Saint Joseph's,A 10,0.1,-0.8
2023,Harvard,Ivy,-2.6,1.8
2023,Montana,Big Sky,1.4,-2.2
2023,Massachusetts,A 10,-1.9,1.0
2023,Quinnipiac,MAAC,-0.2,-0.6
2023,Western Kentucky,C-USA,-0.6,-0.3
2023,Detroit Mercy,Horizon,4.0,-4.9
2023,St. Bonaventure,A 10,-2.5,1.6
2023,Northern Iowa,MVC,-0.3,-0.7
2023,Portland,WCC,3.0,-4.1
2023,SMU,American,-1.5,0.4
2023,Siena,MAAC,-1.4,0.2
2023,Air Force,Mountain West,-0.2,-0.9
2023,Grambling St.,SWAC,-3.9,2.7
2023,Purdue Fort Wayne,Horizon,-1.8,0.6
2023,East Carolina,American,-1.4,0.2
2023,Florida St.,ACC,0.4,-1.7
2023,St. Thomas,Summit,2.6,-4.0
2023,Buffalo,MAC,-1.1,-0.7
2023,Milwaukee,Horizon,-1.3,-0.4
2023,Wyoming,Mountain West,0.9,-2.7
2023,Western Carolina,Southern,-0.7,-1.1
2023,Georgia Southern,Sun Belt,-3.5,1.6
2023,La Salle,A 10,-1.1,-0.9
2023,Mercer,Southern,-1.9,-0.1
2023,Portland St.,Big Sky,-1.0,-1.1
2023,Texas A&M Corpus Chris,Southland,0.5,-2.6
2023,George Washington,A 10,2.3,-4.5
2023,Campbell,Big South,0.5,-2.7
2023,Minnesota,Big Ten,-1.9,-0.3
2023,Murray St.,MVC,0.3,-2.6
2023,Wofford,Southern,2.6,-4.9
2023,UTEP,C-USA,-4.4,2.0
2023,Weber St.,Big Sky,-3.0,0.6
2023,Jacksonville,ASUN,-2.8,0.2
2023,Georgetown,Big East,-0.5,-2.2
2023,Queens,ASUN,0.9,-3.6
2023,Delaware,CAA,-1.3,-1.5
2023,Robert Morris,Horizon,-3.1,0.3
2023,Howard,MEAC,-1.6,-1.3
2023,UMBC,Am. East,1.3,-4.3
2023,Northern Arizona,Big Sky,0.9,-4.0
2023,Pepperdine,WCC,-0.6,-2.6
2023,South Carolina,SEC,-1.5,-1.7
2023,Texas St.,Sun Belt,-1.5,-1.9
2023,North Florida,ASUN,1.7,-5.0
2023,Oregon St.,Pac-12,-3.2,-0.2
2023,Northwestern St.,Southland,-0.9,-2.5
2023,Rice,C-USA,1.0,-4.4
2023,Army,Patriot,-0.2,-3.2
2023,Bellarmine,ASUN,-0.3,-3.2
2023,Boston University,Patriot,-3.3,-0.3
2023,Loyola Chicago,A 10,-1.5,-2.1
2023,Fairfield,MAAC,-3.6,-0.1
2023,Morehead St.,OVC,-2.9,-0.7
2023,Sacramento St.,Big Sky,-2.2,-1.5
2023,Pacific,WCC,-0.3,-3.4
2023,Maryland Eastern Shore,MEAC,-6.1,2.4
2023,SIU Edwardsville,OVC,-2.6,-1.2
2023,Niagara,MAAC,-1.8,-2.0
2023,Winthrop,Big South,1.7,-5.5
2023,Jacksonville St.,ASUN,-1.6,-2.2
2023,UT Arlington,WAC,-3.2,-0.7
2023,Nicholls St.,Southland,-3.5,-0.5
2023,North Dakota St.,Summit,-1.3,-2.7
2023,Canisius,MAAC,-1.7,-2.3
2023,North Alabama,ASUN,-0.5,-3.4
2023,Rhode Island,A 10,-4.6,0.6
2023,South Carolina Upstate Spartans,Big South,-3.1,-1.0
2023,Coastal Carolina,Sun Belt,-0.4,-3.7
